0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
"Station 
Code",Monitoring Location,State Name,"Temperature 
(°C)",,"Dissolved 
Oxygen 
(mg/L)",,pH,,"Conductivity 
(µmho/cm)",,"BOD 
(mg/L)",,"Nitrate N 
(mg/L)",,"Fecal Coliform  
(MPN/100ml)",,"Total Coliform  
(MPN/100ml)",,"Fecal 
Streptococci 
(MPN/100ml)",
,,,Min,,Max  Min  Max  Min Max  Min,,,,,,Max  Min  Max  Min  Max,,,,"Min 
Max",,"Min 
Max",,"Min 
Max",
"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,,,,"> 5.0 
mg/L",,6.5 - 8.5,,,,"< 3.0 
mg/L",,,,"< 2500 MPN/ 100 
Ml",,,,"< 500 MPN/ 
100 Ml",
1037,RIVER BRAHMANI AT U/S PANPOSH,ODISHA,22.0,31.0,5.0,8.8,,6.9  8.2,114,218,1.1,1.7,0.32,3.24,140,2300,490,4900,,
1038,RIVER BRAHMANI AT D/S PANPOSH AT DEOGAN,ODISHA,21.0,31.0,2.4,7.0,,6.6  7.8,188,625,3.2,5.7,,0.72  18.78,4900,54000,9400,92000,22,350
1302,RIVER BRAHMANI AT ROURKELA D/S AT JALDA,ODISHA,23.0,32.0,2.8,7.8,,6.7  7.8,141,368,3.4,5.3,,0.75  11.44,33,17000,7000,54000,17,130
2414,RIVER BRAHMANI AT ROURKELA FD/S AT BIRITOLA,ODISHA,17.0,34.0,5.4,8.1,,6.6  8.1,110,263,1.5,2.8,0.32,6.84,13,2300,130,4900,2,14
1039,RIVER BRAHMANI AT BONAIGARH,ODISHA,16.0,34.0,,6.1  10.5  6.7  8.1,,,112,246,1.1,2.1,0.34,6.28,13,24000,130,54000,,
1040,RIVER BRAHMANI AT RENGALI,ODISHA,22.0,29.0,6.0,9.8,,7.1  8.5,114,185,1.1,2.0,0.32,0.70,17,490,45,2400,,
1041,RIVER BRAHMANI AT SAMAL,ODISHA,23.0,30.0,,6.2  10.2  7.1  8.4,,,116,158,1.1,1.9,0.32,0.75,130,1700,490,4900,,
2415,"RIVER BRAHMANI AT TALCHER FU/S (INTAKE WELL OF 
MCL, TALCHER)",ODISHA,23.0,30.0,6.4,9.8,,7.1  8.3,113,176,1.2,1.5,0.32,0.58,45,790,330,2400,,
2416,RIVER BRAHMANI AT TALCHER FD/S,ODISHA,23.0,28.0,5.6,9.2,,6.9  8.1,126,233,1.3,1.7,0.32,0.59,78,330,290,1300,,
1042,RIVER BRAHMANI AT KAMALANGA (TALCHER D/S),ODISHA,22.0,28.0,6.2,8.6,,7.1  8.1,143,224,1.2,2.1,0.32,1.28,330,1700,940,3500,,
2417,"RIVER BRAHAMNI AT DHENKANAL D/S, DHENKANAL 
TOWN",ODISHA,23.0,29.0,6.8,9.0,,6.9  7.5,134,227,1.4,1.8,0.32,1.62,330,2400,1700,4900,,
1303,RIVER BRAHMANI AT TALCHER U/S,ODISHA,22.0,28.0,6.8,9.0,,7.1  8.2,136,187,1.1,2.4,0.32,0.67,130,1300,490,2800,,
1043,RIVER BRAHMANI AT BHUBAN,ODISHA,24.0,29.0,6.0,9.0,,6.5  7.6,133,386,1.1,1.6,0.32,2.82,78,2300,490,4600,,
2418,"RIVER BRAHMANI AT KABATABANDHA (BEFORE IMPACT 
OF INDUSTRIAL ACTIVITY IN KALINGANAGAR AREA)",ODISHA,21.0,23.0,6.0,8.9,,6.6  8.1,110,325,1.1,1.6,0.32,1.33,78,1700,330,3300,,
10019,RIVER BRAHMANI AT DHARAMSHALA U/S,ODISHA,21.0,24.0,6.2,8.6,,6.9  8.2,135,178,1.3,1.6,0.32,1.66,130,24000,790,54000,,
1044,RIVER BRAHMANI AT DHARMASHALA U/S,ODISHA,21.0,24.0,6.4,8.7,,6.5  8.4,131,186,1.1,1.9,0.32,1.20,110,2200,490,9400,,
1045,RIVER BRAHMANI AT PATTAMUNDAI,ODISHA,24.1,33.5,5.8,8.6,,7.3  8.2,165,233,1.1,1.4,0.32,0.88,330,1700,1300,4000,,
3916,RIVER BRAHMANI AT ROURKELA FD/S AT ATTAGHAT,ODISHA,23.0,32.0,3.2,9.0,,6.5  8.5,140,345,1.8,4.8,0.52,7.32,78,2300,330,7900,2,23
3917,RIVER BRAHMANI AT MANDAPAL,ODISHA,23.0,29.0,6.4,8.6,,6.5  7.6,124,187,1.1,1.9,0.32,0.70,1700,17000,3500,35000,14,79
3918,RIVER BRAHMANI AT DHENKANAL U/S,ODISHA,24.0,29.0,6.4,9.4,,6.8  7.5,126,220,1.1,1.6,0.32,0.88,110,1400,490,3500,,
