0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
"Station 
Code",Monitoring Location,State Name,"Temperature 
(°C)",,"Dissolved 
Oxygen 
(mg/L)",,pH,,"Conductivity 
(µmho/cm)",,"BOD 
(mg/L)",,"Nitrate N 
(mg/L)",,"Fecal Coliform  
(MPN/100ml)",,"Total Coliform  
(MPN/100ml)",,"Fecal 
Streptococci 
(MPN/100ml)",
,,,Min,,Max  Min  Max  Min Max  Min,,,,,,Max  Min  Max  Min  Max,,,,"Min 
Max",,"Min 
Max",,"Min 
Max",
"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,,,,"> 5.0 
mg/L",,6.5 - 8.5,,,,"< 3.0 
mg/L",,,,"< 2500 MPN/ 100 
Ml",,,,"< 500 MPN/ 
100 Ml",
1611,"RIVER JOHILA NEAR NAROJABAD NEAR UMARIA ROAD 
BRIDGE, M.P","MADHYA 
PRADESH",23.5,30.5,6.7,8.1,,7.2  8.1,189,447,1.0,1.6,0.32,0.50,2,2,27,73,2,2
2116,RIVER BEEHAR D/S NEAR FOREST OFFICE,"MADHYA 
PRADESH",21.6,30.9,6.5,7.6,,7.5  8.3,269,388,1.4,2.0,0.53,1.15,2,2,43,49,2,2
1608,"RIVER SINDH AT DABRA, M.P","MADHYA 
PRADESH",18.0,24.0,7.0,8.0,,7.1  7.7,300,540,1.4,1.8,0.30,1.30,2,6,14,36,,
3306,"RIVER CHOUPAN U/S AT  
VIJAYPUR  , GUNA","MADHYA 
PRADESH",18.0,32.0,7.0,8.0,,7.2  7.8,290,564,1.4,2.5,0.30,2.51,2,5,22,28,,
3307,"RIVER CHOUPAN D/S AFTER NFL NALLA,  AT VIJAYPUR 
,GUNA","MADHYA 
PRADESH",18.0,32.0,6.9,7.9,,7.0  8.0,290,640,1.6,2.7,0.30,2.50,2,7,18,28,,
3311,"RIVER JAMUNI AT BARIYAGHAT U/S NEAR INTAKE 
POINT, TIKAMGARH","MADHYA 
PRADESH",23.0,32.0,7.2,9.0,,7.6  8.1,360,415,1.0,2.1,0.34,1.18,2,2,21,48,2,2
2396,RIVER JUMAR AT KANKE DAM,JHARKHAND,10.2,23.0,6.1,7.9,,7.3  7.6,,,1.2,3.9,0.00,0.00,,,,,,
4085,"RIVER JUMAR AT BIT MESRA, RANCHI",JHARKHAND,9.0,24.0,3.8,4.9,,6.5  6.6,,,2.1,3.2,0.00,0.00,,,,,,
2401,RIVER AJAY AT MASANJORE DAM,JHARKHAND,15.0,37.0,5.7,7.2,,7.4  7.7,102,134,1.1,1.4,0.00,0.00,,,,,,
2389,RIVER KONAR AT KONAR DAM,JHARKHAND,26.0,30.5,7.2,7.8,,7.0  7.5,,,1.2,1.5,0.00,0.00,,,,,,
2390,RIVER KONAR AT TENUGHAT DAM,JHARKHAND,16.0,31.0,7.5,8.9,,7.0  7.7,,,1.0,1.9,0.00,0.00,,,,,,
3554,"RIVER KONAR NEAR SWANG COAL WASHERY, BOKARO",JHARKHAND,17.0,32.0,7.2,7.6,,7.2  7.6,,,1.0,2.6,0.00,0.00,,,,,,
4000,RIVER GARGA NEAR TELMUCHO BRIDGE,JHARKHAND,16.5,32.5,6.3,7.3,,7.2  7.5,,,1.0,3.0,0.00,0.00,,,,,,
2381,RIVER BOKARO AT ZARANGDIH BRIDGE,JHARKHAND,18.5,34.0,7.0,7.6,,7.2  7.5,,,1.1,2.5,0.00,0.00,,,,,,
4490,RIVER KURWA DUMKA WATER INTAKE POINT,JHARKHAND,15.0,36.0,7.1,8.7,,7.4  7.6,88,220,1.0,1.3,0.00,0.00,,,,,,
4745,"RIVER KHARKHAI BEFORE MEETING SWARNREKHA 
RIVER",JHARKHAND,15.4,36.0,6.2,8.2,,6.3  8.4,216,369,1.8,4.8,0.00,0.00,,,,,,
4747,"RIVER KOINA RIVER, MANOHARPUR, W.S",JHARKHAND,19.2,37.0,6.9,8.1,,7.2  8.3,234,481,1.2,3.1,0.00,0.00,,,,,,
2567,RIVER KAMALA AT BENIPATTI (MADHUBANI),BIHAR,21.0,30.0,6.2,9.8,,7.1  8.4,160,365,1.0,3.0,0.30,0.30,7000,54000,11000,92000,,
2569,"RIVER KAMALA AT  GAUSAGHAT, DARBHANGA",BIHAR,14.0,29.0,2.2,7.2,,7.4  7.9,131,864,1.4,4.0,0.30,0.30,4900,92000,17000,160000,,
3133,"RIVER KAMALA AT KAMALA GHAT NEAR BARRAGE  
ATJAYNAGAR , MADHUBANI",BIHAR,20.0,30.0,6.8,9.1,,7.3  8.3,222,335,1.0,2.2,0.30,0.30,3300,92000,7900,160000,,
4299,"RIVER KAMALA (BIHAR)  AT JEEWACH GHAT, 
DARBHANGA",BIHAR,18.0,27.0,6.1,9.2,,7.1  8.3,176,511,1.0,2.6,0.30,0.30,4900,92000,7900,160000,,
2572,"RIVER MAHANANDA AT THAKURGANJ, KISHANGANJ 
ROAD BRIDGE, KISHANGANJ",BIHAR,16.0,34.0,6.9,8.4,,7.4  8.0,105,232,1.3,2.5,0.30,0.30,130,17000,220,54000,,
