0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
"Station 
Code",Monitoring Location,State Name,"Temperature 
(°C)",,"Dissolved 
Oxygen 
(mg/L)",,pH,,"Conductivity 
(µmho/cm)",,"BOD 
(mg/L)",,"Nitrate N 
(mg/L)",,"Fecal Coliform  
(MPN/100ml)",,"Total Coliform  
(MPN/100ml)",,"Fecal 
Streptococci 
(MPN/100ml)",
,,,Min,,Max  Min  Max  Min Max  Min,,,,,,Max  Min  Max  Min  Max,,,,"Min 
Max",,"Min 
Max",,"Min 
Max",
"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,,,,"> 5.0 
mg/L",,6.5 - 8.5,,,,"< 3.0 
mg/L",,,,"< 2500 MPN/ 100 
Ml",,,,"< 500 MPN/ 
100 Ml",
2699,"RIVER PENGANGA  AT MEHKAR -BULDANA ROAD 
BRIDGE, VILLAGE-MEHKAR, TALUKA-MEHKAR,DISTRICT-
AKOLA.",MAHARASHTRA  23.0,,28.0,5.2,6.1,,7.8  8.4,780,,1214  3.0,4.0,0.32,7.08,12,41,110,170,2,2
2698,"RIVER PENGANGA  D/S OF ISAPUR DAM, VILLAGE- 
ISAPUR,TALUKA- PUSAD, DISTRICT- YAVATMAL.",MAHARASHTRA  19.0,,23.0,5.6,5.9,,7.7  8.7,665,,1226  3.2,3.8,0.30,3.75,12,46,110,220,2,2
2697,"RIVER PENGANGA NEAR WATER SUPPLY SCHEME OF 
UMARKHED M.C., VILLAGE. BELKHED, TALUKA. 
UMARKHED, DISTRICT. YAVATMAL.",MAHARASHTRA  20.0,,22.0,5.7,6.2,,7.8  8.7,650,,1146  3.0,3.6,0.30,3.57,12,40,94,210,2,2
2373,"RIVER SABARI AT KUNAVARAM, EAST GODAVARI DIST","ANDHRA 
PRADESH",23.0,28.0,6.0,7.6,,7.4  8.5,70,,1178  1.2,2.9,0.32,2.02,2,7,28,93,2,3
1856,,"RIVER SHANKNI  DANTEWADA,A/C OF DANKANI RIVER  CHHATTISGARH  27.0",,31.0,7.4,7.5,,7.5  7.5,,,2.0,2.4,0.00,0.00,,,36,44,,
3330,"RIVER RIVER WAINGANGA AT CHHAPARA , SEONI, NEAR 
WSS INTAKE POINT","MADHYA 
PRADESH",20.3,24.1,6.9,7.8,,7.2  7.9,238,368,1.2,1.6,0.19,1.60,2,7,23,48,,
3331,"RIVER WAINGANGA AT CHHAPARA, NEAR ROAD BRIDGE 
AFTER MIXING 
MOTI & CHAMARIYA NALLA, JABALPUR","MADHYA 
PRADESH",20.7,24.2,5.4,7.8,,7.1  7.9,257,421,1.6,2.4,0.23,1.34,2,10,39,150,,
1213,"RIVER WAINGANGA AT BALAGHAT, M.P.","MADHYA 
PRADESH",20.2,24.2,7.2,7.7,,7.2  7.8,270,519,1.6,1.9,0.03,1.60,2,17,15,170,,
30041,"RIVER WAINGANGA AT BAPERA, BHANDARA, 
(MAHARASHTRA)",MAHARASHTRA  21.0,,21.0,6.0,6.0,,8.6  8.6,736,736,3.0,3.0,0.68,0.68,22,22,120,120,2,2
2173,"RIVER WAINGANGA AT U/S OF ELLORA PAPER MILLS, 
VILLAGE. TUMSAR, TALUKA. TUMSAR, DISTRICT. 
BHANDARA.",MAHARASHTRA  18.0,,39.0,6.0,6.7,,7.7  8.7,667,,1210  3.0,3.2,0.30,2.87,12,42,120,280,2,2
2172,"RIVER WAINGANGA AT D/S OF ELLORA PAPER MILLS, 
VILLAGE. TUMSAR, TALUKA. TUMSAR, DISTRICT. 
BHANDARA.",MAHARASHTRA  18.0,,39.0,5.5,6.8,,7.8  8.8,739,,1290  3.0,3.5,0.30,1.12,24,43,210,430,2,2
2175,"RIVER WAINGANGA AT U/S OF GAURAV PAPER MILLS, 
NEAR JACKWELL, VILLAGE. BRAMHPURI, TALUKA. 
CHANDRAPUR, DISTRICT. CHANDRAPUR.",MAHARASHTRA  19.0,,22.0,5.7,7.0,,7.9  8.8,654,,1230  3.0,3.4,0.30,3.24,11,43,170,350,2,2
2176,"RIVER WAINGANGA AT D/S OF GAURAV PAPER MILLS, 
NEAR JACKWELL VILLAGE. BRAMHPURI, TALUKA. 
CHANDRAPUR, DISTRICT. CHANDRAPUR.",MAHARASHTRA  19.0,,22.0,5.5,6.7,,7.8  8.8,549,,1375  3.2,4.5,0.30,3.22,17,47,110,430,2,2
1910,"RIVER WAINGANGA  AFTER CONFLUENCE WITH 
KANHAN RIVER, VILLAGE- AMBHORA,TALUKA- KUHI, 
DISTRICT- NAGPUR.",MAHARASHTRA  16.0,,21.0,3.9,6.1,,7.6  9.0,789,,1126  3.1,5.0,0.30,1.14,12,38,110,280,2,2
11,"RIVER WAINGANGA AT ASHTI, VILLAGE. ASHTI, TALUKA. 
GONDPIPRI, DISTRICT.CHANDRAPUR.",MAHARASHTRA  19.0,,23.0,2.5,6.1,,7.9  8.8,674,,1251  3.2,8.4,0.30,3.24,14,34,94,220,2,2
30059,"RIVER WARDHA AT VILLAGE BANGAON NEAR 
PANDHURNA (MP & MAHARASHTRA)","MADHYA 
PRADESH",26.0,31.0,8.0,8.4,,8.1  8.3,266,394,1.2,2.1,0.48,0.50,2,2,63,100,2,2
1315,"RIVER WARDHA AT PULGAON RAILWAY BRIDGE, 
VILLAGE- PULGAON,TALUKA - WARDHA, DISTRICT- 
WARDHA.",MAHARASHTRA  16.0,,18.0,5.8,6.7,,7.9  8.8,762,,1080  3.0,3.6,0.30,2.87,24,43,110,220,2,2
