0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
"STN 
Code",Monitoring Location,State Name,"Temperature 
(°C)",,"Dissolved 
Oxygen 
(mg/L)",,pH,,"Conductivity 
(µmho/cm)",,"BOD 
(mg/L)",,"NitrateN 
(mg/L)",,"Fecal Coliform  
(MPN/100ml)",,"Total Coliform  
(MPN/100ml)",,"Fecal 
Streptococci 
(MPN/100ml)",
,,,Min,,Max  Min  Max  Min Max  Min,,,,,,Max  Min  Max  Min  Max,,,,"Min 
Max",,"Min 
Max",,"Min 
Max",
"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,,,,"> 5.0 
mg/L",,6.5 - 8.5,,,,"< 3.0 
mg/L",,,,"< 2500 MPN/ 100 
Ml",,,,"< 500 MPN/ 
100 Ml",
1262,"RIVER BRAHMAPUTRA AT NIMATIGHAT, ASSAM",ASSAM,18.0,30.0,6.3,8.4,,7.0  7.6,124,186,2.0,2.5,0.60,1.40,300,730,600,2000,110,280
1526,"RIVER BRAHMPUTRA RIVER AT DHENUKHAPAHAR, 
ASSAM",ASSAM,18.0,26.0,7.0,7.7,,6.8  7.6,120,146,2.0,2.5,0.70,1.70,360,1100,910,2000,120,290
1030,"RIVER BRAHMAPUTRA AT DIBRUGARH, ASSAM",ASSAM,21.0,25.0,5.0,7.5,,6.8  7.5,102,152,2.0,2.7,0.70,1.60,360,1100,730,2100,120,290
1031,"RIVER BRAHMAPUTRA AT PANDU, ASSAM",ASSAM,19.0,30.0,6.1,8.7,,6.7  7.8,126,166,2.0,2.7,0.60,1.50,730,1100,1500,2100,150,290
1299,"RIVER BRAHMAPUTRA AT JOGIGHOPA NEAR BRIDGE, 
ASSAM",ASSAM,22.0,36.0,5.4,6.5,,7.0  7.8,146,170,2.0,2.6,0.70,2.30,360,1100,1100,2100,120,290
2069,"RIVER BRAHMPUTRA NEAR WATER INTAKE POINT AT 
KACHARIGHAT, PANBAZAR, GUWAHATI, ASSAM",ASSAM,19.0,32.0,5.4,8.9,,7.2  7.9,132,214,2.1,2.6,0.60,1.80,360,1100,910,2700,120,490
2064,"RIVER BRAHMAPUTRA  AT CHANDRAPUR, GUWAHATI, 
ASSAM",ASSAM,18.0,29.0,6.9,9.7,,6.8  8.0,128,178,2.0,2.6,0.60,1.70,610,2800,1500,3600,210,490
2067,"RIVER BRAHMPUTRA AT SUALKUCHI, DIST. KAMRUP, 
ASSAM",ASSAM,22.0,30.0,5.0,8.2,,7.1  7.9,115,130,2.1,2.8,0.60,1.70,360,1500,1100,2100,95,490
2066,"RIVER BRAHMAPUTRA  AT DHUBRI, ASSAM",ASSAM,20.0,34.0,5.2,5.7,,6.9  7.6,130,168,2.0,2.5,0.70,1.70,360,1100,910,2100,120,290
3781,"RIVER BRAHAMPUTRA AT BOGIBEEL BRIDGE, 
BOGIBEEL, DIBRUGARH",ASSAM,22.0,28.0,5.0,7.3,,7.0  7.4,120,146,2.0,2.5,0.60,1.40,300,910,730,2000,95,290
4004,RIVER BRAHMAPUTRA AT BISWANATH GHAT,ASSAM,18.0,24.0,7.0,7.3,,6.8  7.8,108,176,2.0,2.7,0.70,1.50,610,1100,1400,2100,210,490
5610,RIVER  BRAHMAPUTRA AT MATIA (BAHATI GHAT),ASSAM,21.0,36.0,5.4,5.6,,7.0  7.3,120,130,2.0,2.3,0.70,0.90,360,1100,910,2700,120,290
5612,RIVER BRAHMAPUTRA NEWR DHOLA SADIA BRIDGE,ASSAM,22.0,26.0,5.5,8.2,,6.9  7.8,98,130,2.0,2.3,0.60,0.80,730,1500,1500,2800,240,490
