0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
"Station 
Code",Monitoring Location,State Name,"Temperature 
(°C)",,"Dissolved 
Oxygen 
(mg/L)",,pH,,"Conductivity 
(µmho/cm)",,"BOD 
(mg/L)",,"Nitrate N 
(mg/L)",,"Fecal Coliform  
(MPN/100ml)",,"Total Coliform  
(MPN/100ml)",,"Fecal 
Streptococci 
(MPN/100ml)",
,,,Min,,Max  Min  Max  Min Max  Min,,,,,,Max  Min  Max  Min  Max,,,,"Min 
Max",,"Min 
Max",,"Min 
Max",
"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,,,,"> 5.0 
mg/L",,6.5 - 8.5,,,,"< 3.0 
mg/L",,,,"< 2500 MPN/ 100 
Ml",,,,"< 500 MPN/ 
100 Ml",
3747,"SESAH STREAM, DINTHAR, SERCHHIP",MIZORAM,13.0,24.0,6.7,9.2,,6.9  7.9,75,232,1.0,1.4,0.02,0.70,,,,,,
3749,"RIVER PHE RESERVIOR (LAHMUN RIVER), MIZO VENG, 
MAMIT",MIZORAM,17.0,23.0,6.6,7.9,,7.2  8.2,72,212,1.0,1.6,0.02,0.92,,,,,,
3750,"RIVER TEIREI  BAWNGVA, MAMIT DIST.",MIZORAM,16.0,25.0,6.0,8.6,,7.1  8.0,148,273,1.0,1.4,0.02,1.95,,,,,,
3751,"RIVER TUT  DAPCHHUAH, MAMIT DIST.",MIZORAM,15.0,25.0,7.7,8.8,,6.4  8.1,109,673,1.0,1.5,0.02,2.48,,,,,,
3752,"RIVER TUICHHUAHEN STREAM, 
NEAR PHE WATER TREATMENT PLANT, KOLASIB",MIZORAM,16.0,23.0,6.6,8.4,,6.0  7.7,70,668,1.0,1.4,0.02,2.25,,,,,,
3756,"RIVER TIAU,  ZOKHAWTHAR, 
NEAR TIAU BRIDGE,CHAMPHAI DIST.",MIZORAM,17.0,23.0,5.1,9.2,,7.2  8.4,137,643,1.0,1.2,0.02,6.02,,,,,,
3757,"RIVER TUIPUI NEAR PHE WATER TREATMENT PLANT, 
CHAMPHAI DIST.",MIZORAM,17.0,22.0,5.1,7.8,,6.4  7.9,73,194,1.0,5.6,0.02,1.31,,,,,,
5500,RIVER LEIMAKHONG  NEAR KANTO AWANG LEIKAI,MANIPUR,19.0,29.0,7.1,7.3,,7.1  7.3,95,240,3.2,3.5,0.00,0.00,50,75,75,190,,
5501,"TUPUL RIVER  AT TUPUL BRIDGE, NONEY",MANIPUR,18.0,20.0,7.2,7.4,,7.2  7.4,290,320,3.0,3.1,0.00,0.00,20,35,50,65,,
5502,RIVER  KONGBA AT IRONG,MANIPUR,18.2,29.0,7.0,7.3,,7.0  7.8,120,215,3.2,3.4,0.00,0.00,125,170,245,315,,
5503,RIVER KONGBA  AT IRANPHAM,MANIPUR,20.0,29.0,6.8,7.3,,6.8  7.4,180,498,3.3,3.5,0.00,0.00,170,300,335,465,,
4110,RIVER NONGAL AT NANGALBIBRA,MEGHALAYA,15.0,23.0,6.9,7.7,,4.0  4.5,130,154,1.3,2.0,0.32,0.49,9,43,350,630,2,13
4113,RIVER DAMRING AT BOLDAMGRE,MEGHALAYA,16.0,22.0,7.0,7.4,,7.0  8.0,65,769,1.3,2.1,0.34,0.55,9,49,330,630,4,17
4114,"RIVER CHITE STREAM, NEAR SIPMIU'S STP, 
BETHLEHEM VENGTHLANG, AIZAWL",MIZORAM,20.0,24.0,2.2,7.4,,7.2  8.2,505,994,,1.2  29.0  0.02  14.31,,,9,170,1600,2400,240,240
4115,"RIVER TUIKUAL STREAM, U/S, 
MIZORAM NEW CAPITAL COMPLEX , DINTHAR, AIZAWL",MIZORAM,16.0,26.0,0.3,5.4,,6.9  8.0,76,,1020  2.2  29.1  0.02,,,8.73,2,1100,1100,2400,26,26
4118,"RIVER TUIRIAL D/S,  HEPP DAM, SAIPUM, KOLASIB DIST.",MIZORAM,19.0,36.0,5.3,9.1,,6.9  7.5,81,119,1.0,1.4,0.02,0.78,,,,,,
4119,"RIVER SERLUI  D/S, SERLUI 'B' HEPP DAM, 
BILKHAWTHLIR, KOLASIB DIST.",MIZORAM,19.0,38.0,5.8,9.1,,6.3  7.3,93,331,1.0,1.4,0.02,0.76,,,,,,
4120,"RIVER TEIREI  D/S 
NR CONFLUENCE PT WITH TLAWNG RIVER, SAPMARA, 
BAIRABI,KOLASIB DIST.",MIZORAM,10.0,25.0,5.4,7.1,,6.4  8.4,92,453,1.0,1.4,0.02,1.90,,,,,,
4122,"RIVER KHAWTHLANGTUIPUI ,TLABUNG, LUNGLEI DIST.",MIZORAM,20.0,28.0,5.4,9.7,,6.7  7.6,46,272,1.0,1.4,0.02,0.77,,,,,,
4123,"RIVER, TUIPUI D  DARZOKAI, HNAHTHIAL DIST.",MIZORAM,17.0,30.0,,5.8  12.7  6.8  8.1,,,51,233,1.0,1.4,0.02,0.83,,,,,,
4125,"RIVER TUIPUI  U/S, 
NR CONFLUENCE PT KEILUNGLIAH STREAM, 
VENGTHAR, CHAMPHAI",MIZORAM,17.0,25.0,2.5,7.6,,6.4  7.3,40,240,1.0,1.2,0.02,3.11,,,,,,
4130,"RIVER NGENGPUI STREAM,NR KALADAN MULTI MODAL 
RD, LAWNGTLAI DIST.",MIZORAM,21.0,24.0,5.1,7.5,,6.3  7.6,74,175,1.0,1.6,0.02,0.85,,,,,,
4132,"RIVER VANTAWNG WATER FALL, THENZAWL, SERCHHIP 
DIST.",MIZORAM,14.0,27.0,5.1,7.2,,6.5  7.1,30,128,1.0,1.5,0.02,1.43,,,,,,
2232,"RIVER KOHORA AT N.H. CROSSING, KOHORA, ASSAM 
(BRAHMAPUTRA)",ASSAM,22.0,32.0,3.7,9.2,,6.8  7.4,106,176,2.0,2.4,0.70,2.00,360,1100,1100,2100,120,290
