0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
"Station 
Code",Monitoring Location,State Name,"Temperature 
(°C)",,"Dissolved 
Oxygen 
(mg/L)",,pH,,"Conductivity 
(µmho/cm)",,"BOD 
(mg/L)",,"Nitrate N 
(mg/L)",,"Fecal Coliform  
(MPN/100ml)",,"Total Coliform  
(MPN/100ml)",,"Fecal 
Streptococci 
(MPN/100ml)",
,,,Min,,Max  Min  Max  Min Max  Min,,,,,,Max  Min  Max  Min  Max,,,,"Min 
Max",,"Min 
Max",,"Min 
Max",
"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,,,,"> 5.0 
mg/L",,6.5 - 8.5,,,,"< 3.0 
mg/L",,,,"< 2500 MPN/ 100 
Ml",,,,"< 500 MPN/ 
100 Ml",
10108,"RIVER DAMODAR AT ANDAL D/S, BURDWAN",WEST BENGAL,20.0,35.0,7.6,8.9,,7.4  8.2,195,471,2.3,2.8,0.30,1.30,1700,3300,2200,4000,17,26
10109,"RIVER DAMODAR AT ASANSOL U/S, BURDWAN",WEST BENGAL,23.0,33.0,7.6,9.0,,7.1  8.2,159,432,1.7,2.1,0.30,1.52,1700,3200,2100,4600,14,36
10110,"RIVER DAMODAR AT DURGAPUR U/S, BURDWAN",WEST BENGAL,21.0,35.0,7.6,8.9,,7.5  8.4,194,475,2.3,2.9,0.30,1.04,1400,3400,2100,4700,17,26
10111,"RIVER DAMODAR AT RANIGANJ D/S, BURDWAN",WEST BENGAL,18.0,33.0,7.5,9.0,,7.4  8.0,227,714,2.1,2.8,0.30,2.95,1400,3300,2600,4600,14,33
4738,"RIVER JAMUNIA NEAR LOHAPATTI BRIDGE, MAHUDA, 
DHANBAD",JHARKHAND,17.0,35.5,6.8,7.6,,7.2  7.7,,,1.5,2.9,0.00,0.00,,,,,,
4739,"RIVER KATRI RIVER, NEAR BHATINDA FALL, AT- 
TETENGABAD, MOONIDIH, DHANBAD",JHARKHAND,18.0,34.0,5.2,7.5,,7.3  7.6,,,1.2,2.4,0.00,0.00,,,,,,
4742,"RIVER GALUDIH BARRAGE, GALUDIH, E.S",JHARKHAND,16.0,35.0,6.9,8.2,,7.1  7.9,224,312,1.1,5.0,0.00,0.00,,,,,,
2517,"RIVER MATHABHANGA, GOBINDAPUR, NADIA",WEST BENGAL,19.0,39.0,1.0,5.6,,7.0  8.4,339,715,,1.7  12.8  0.30,,0.83,5400,79000,24000,130000,790,2400
,30064  RIVER MATHABHANGA AT GOVINDPUR  (WEST BENGAL)  WEST BENGAL,,25.0,33.0,0.3,1.5,,7.0  7.7,255,696,4.0,6.0,0.32,0.34,5400,1100000,17000,4900000,45,1400
1764,"RIVER CHURNI D/S OF RANAGHAT TOWN, WEST 
BENGAL",WEST BENGAL,18.0,36.0,1.0,3.6,,6.8  8.3,385,748,1.7,4.8,0.30,0.94,13000,130000,33000,170000,1100,2400
2518,"RIVER CHURNI, MAJHADIA, NADIA",WEST BENGAL,20.0,38.0,1.0,3.5,,6.8  8.3,328,769,,1.7  10.5  0.30,,0.49,3500,35000,7900,79000,240,1300
2541,"RIVER DWARAKESHWAR WATER INTAKE POINT FOR 
BANKURA TOWN ON DWARAKESHWAR, BANKURA",WEST BENGAL,18.0,33.0,7.6,9.1,,7.5  8.2,209,445,2.2,3.5,0.30,3.17,1700,3200,2100,3900,17,32
2514,"RIVER JALANGI, D/S OF KRISHNA NAGAR, NADIA",WEST BENGAL,18.0,37.0,1.1,8.9,,7.0  8.8,263,624,1.7,4.1,0.30,0.49,700,24000,1700,35000,49,1100
1337,"RIVER RUPNARAYAN BEFORE CONFL. TO GANGA NEAR 
GEONKHALI,MEDINIPOREÂ€, WEST BENGAL",WEST BENGAL,22.0,34.0,5.1,7.0,,7.5  8.9,416,,3945  1.0,2.9,0.30,0.97,3200,4900,6300,9400,92,210
2509,"RIVER D/S OF RUPNARAYAN AT KOLAGHAT, NEAR 
KOLAGHAT RAIL BRIDGE NO.3,MEDINIPOREÂ€",WEST BENGAL,21.0,35.0,5.0,9.7,,7.9  8.7,232,,1884  1.0,2.9,0.30,0.98,3300,4900,7000,11000,93,200
2531,"RIVER U/S OF TARAPITH ON DWARKA AT SADHAK 
BAMDEB GHAT, BIRBHUM",WEST BENGAL,21.0,32.0,,7.2  10.4  6.7  8.5,,,124,736,2.1,8.9,0.30,1.89,1700,3400,3200,4900,17,33
2532,"RIVER D/S OF TARAPITH ON DWARKA, SATIGHAT",WEST BENGAL,21.0,32.0,,6.9  10.6  6.9  8.2,,,128,972,2.6,9.8,0.30,3.50,1700,3900,2600,9400,17,27
2549,"RIVER U/S OF BINDYADHARI AT HAROA BRIDGE, 24 
PARGANAS(N)",WEST BENGAL,19.0,35.0,0.3,1.5,,7.1  7.7,601,,2379  8.5  13.0  0.73,,,3.97,32000,79000,70000,140000,240,460
2550,"RIVER D/S OF BIDYADHARI AT MALANCHA BURNING 
GHAT",WEST BENGAL,21.0,36.0,0.6,2.1,,7.1  7.5,,1293  20380  6.0  10.4  0.62,,,,4.09,23000,49000,63000,79000,170,460
2507,"RIVER D/S OF KANSI AT MIDNAPORE, NEAR NEW 
HANUMAN MANDIR, GANDHIGHAT, MEDINIPORE(W)",WEST BENGAL,20.0,36.0,5.1,8.4,,7.2  8.8,193,636,1.2,2.9,0.30,0.54,2200,4600,4600,7900,68,170
2525,"RIVER MAHANANDA D/S, RAMGHAT, DARJEELING",WEST BENGAL,18.0,30.0,2.2,5.7,,6.1  7.6,117,240,,7.0  23.5  0.30,,1.54,,110000  1400000  220000,,5000000,1100,35000
1946,"RIVER MAHANANDA AT SILIGURI, DARJEELING",WEST BENGAL,17.0,29.0,5.9,7.9,,6.7  7.6,65,202,1.6,3.2,0.30,0.68,14000,300000,90000,900000,14,930
4727,RIVER MECHI AT NEHALJOTE,WEST BENGAL,20.0,30.0,5.3,8.0,,6.8  7.9,55,115,1.0,2.2,0.30,0.54,1300,7000,2100,28000,17,350
4722,RIVER BALASON AT KHAPRAIL MORE,WEST BENGAL,12.0,30.0,5.3,8.6,,6.1  7.9,42,103,1.0,2.5,0.30,0.63,2200,50000,11000,160000,14,110
2508,"RIVER D/S OF SILABATI AT GHATAL, MEDINIPORE(W)",WEST BENGAL,20.0,35.0,5.1,8.0,,7.5  8.7,194,424,1.3,2.8,0.30,1.60,3200,4900,6300,9400,92,200
