0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
"Station 
Code",Monitoring Location,State Name,"Temperature 
(°C)",,"Dissolved 
Oxygen 
(mg/L)",,pH,,"Conductivity 
(µmho/cm)",,"BOD 
(mg/L)",,"Nitrate N 
(mg/L)",,"Fecal Coliform  
(MPN/100ml)",,"Total Coliform  
(MPN/100ml)",,"Fecal 
Streptococci 
(MPN/100ml)",
,,,Min,,Max  Min  Max  Min Max  Min,,,,,,Max  Min  Max  Min  Max,,,,"Min 
Max",,"Min 
Max",,"Min 
Max",
"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,,,,"> 5.0 
mg/L",,6.5 - 8.5,,,,"< 3.0 
mg/L",,,,"< 2500 MPN/ 100 
Ml",,,,"< 500 MPN/ 
100 Ml",
10086,RIVER GOMTI AT BHATPUR D/S,"UTTAR 
PRADESH",,,,4.7  10.8  7.6  8.4,,,291,481,2.7,3.8,1.20,1.82,1400,3300,2800,5400,,
10087,RIVER GOMTI AT GAUGHAT U/S,"UTTAR 
PRADESH",,,,4.2  11.0  7.4  8.4,,,310,488,2.9,4.0,0.62,0.89,2300,4900,4700,7800,,
10088,RIVER GOMTI AT GAUGHAT D/S,"UTTAR 
PRADESH",,,,3.9  10.5  7.3  8.4,,,322,528,3.1,4.2,0.62,1.14,2400,4900,5400,7900,,
10089,RIVER GOMTI AT MOHMEAK U/S,"UTTAR 
PRADESH",,,1.2,5.2,,7.2  7.9,348,764,,7.0  10.6  0.84,,1.49,33000,78000,61000,120000,,
10090,RIVER GOMTI AT MOHMEAK D/S,"UTTAR 
PRADESH",,,0.9,4.4,,7.2  7.8,364,781,,7.6  11.2  0.85,,1.56,45000,94000,68000,140000,,
10091,RIVER GOMTI AT PIPRAGHAT U/S,"UTTAR 
PRADESH",,,1.1,2.8,,7.1  7.8,389,789,,9.8  13.0  0.30,,2.46,70000,130000,94000,220000,,
10092,RIVER GOMTI AT PIPRAGHAT D/S,"UTTAR 
PRADESH",,,0.9,2.5,,7.0  7.8,403,,808  10.5  13.8  0.30,,,2.68,70000,170000,110000,240000,,
10093,RIVER GOMTI AT GANGAGANJ U/S,"UTTAR 
PRADESH",,,2.9,5.8,,7.3  7.9,348,741,5.5,8.0,1.28,1.68,13000,49000,23000,94000,,
10094,RIVER GOMTI AT GANGAGANJ D/S,"UTTAR 
PRADESH",,,3.2,4.7,,7.3  7.9,336,724,5.6,7.5,1.29,1.66,11000,49000,21000,79000,,
10095,RIVER GOMTI AT SULTANPUR U/S,"UTTAR 
PRADESH",23.0,28.0,5.7,7.0,,7.9  8.2,345,518,4.0,4.9,0.00,0.92,2700,4900,4700,12000,,
10096,RIVER GOMTI AT SULTANPUR D/S,"UTTAR 
PRADESH",23.0,28.0,5.3,7.3,,8.0  8.2,341,530,4.2,5.8,0.82,0.94,2600,7000,4900,17000,2,2
10097,RIVER GOMTI AT JAUNPUR U/S,"UTTAR 
PRADESH",24.0,29.5,7.4,8.6,,8.0  8.4,315,478,2.4,3.3,0.52,1.20,700,1700,1100,2400,430,700
1363,"RIVER RAPTI AFTER CONFL. OF R. HONIN NR. 
DOMINGARH RLY BRIDGE, GORAKHPUR, U.P.","UTTAR 
PRADESH",16.0,24.0,7.8,8.4,,7.9  8.2,270,,2920  2.6,8.4,0.00,0.00,8000,16000,18000,30000,,
4517,"RIVER RAPTI AT RAJGHAT, GORAKHPUR","UTTAR 
PRADESH",16.0,26.0,7.4,8.0,,7.7  8.0,360,,3960  4.2,7.7,0.00,0.00,12000,28000,28000,44000,,
1076,"RIVER GHAGHARA NEAR CHAPRA, RIVILGANJ, MANJHI, 
SARAN",BIHAR,19.0,33.0,6.0,9.7,,7.0  8.2,159,361,1.0,2.9,0.12,0.30,1100,92000,2300,160000,,
1355,"RIVER GHAGHARA AT TURTIPAR,DEORIA D/S, U.P.","UTTAR 
PRADESH",16.0,25.0,7.6,8.4,,7.7  8.0,330,,4120  2.6,4.0,0.00,0.00,10000,26000,22000,50000,,
2492,"RIVER GHAGHRA AT BARHALGANJ, GORAKHPUR","UTTAR 
PRADESH",16.0,24.0,7.8,8.3,,7.8  8.2,370,392,3.4,4.2,0.00,0.00,8000,24000,18000,38000,,
1359,"RIVER RIHAND AT RENUKUT U/S, U.P.","UTTAR 
PRADESH",22.0,28.5,8.5,9.8,,7.9  8.3,232,292,1.8,2.5,0.52,0.86,210,460,460,700,170,310
1360,"RIVER RIHAND AT RENUKUT D/S, U.P.","UTTAR 
PRADESH",22.0,28.5,7.8,9.0,,7.8  8.4,248,310,2.8,3.7,0.64,1.22,1300,2700,2300,3900,580,1100
1143,"RIVER TONS AT CHAKGHAT, M.P.","MADHYA 
PRADESH",17.3,29.8,6.7,7.8,,7.6  8.2,236,456,1.5,1.9,0.45,1.16,2,2,46,49,2,2
