0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
"Station 
Code",Monitoring Location,State Name,"Temperature 
(°C)",,"Dissolved 
Oxygen 
(mg/L)",,pH,,"Conductivity 
(µmho/cm)",,"BOD 
(mg/L)",,"Nitrate N 
(mg/L)",,"Fecal Coliform  
(MPN/100ml)",,"Total Coliform  
(MPN/100ml)",,"Fecal 
Streptococci 
(MPN/100ml)",
,,,Min,,Max  Min  Max  Min Max  Min,,,,,,Max  Min  Max  Min  Max,,,,"Min 
Max",,"Min 
Max",,"Min 
Max",
"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,,,,"> 5.0 
mg/L",,6.5 - 8.5,,,,"< 3.0 
mg/L",,,,"< 2500 MPN/ 100 
Ml",,,,"< 500 MPN/ 
100 Ml",
5109,"RIVER KRISHNA AFTER CONFLUENCE OF RIVER MUSI 
AT WADAPALLY (V), DAMARACHARLA (M), NALGONDA(D)",TELANGANA,18.0,25.0,6.0,7.9,,7.3  8.4,926,,1296  2.2  16.0  15.15 41.13,,,,6,6,33,43,4,4
4663,"RIVER KRISHNA AT MATTEPALLY, 500 MTS. BEFORE 
BATHING GHAT, SURYAPET",TELANGANA,18.0,24.0,5.9,7.2,,7.0  8.5,834,,1319  2.2,,3.9  16.16 44.27,,6,7,34,43,4,5
5110,"RIVER KRISHNA AT PULICHINTALA RESERVOIR AT 
CHINTHALAPALEM (V&M), SURYAPET (D)",TELANGANA,19.0,24.0,5.8,7.0,,7.0  8.6,862,,1357  2.0,3.0,,8.16  33.17,4,5,31,41,2,2
1786,"RIVER KRISHNA AT VEDADRI (V),  JAGGAYYAPETA (M)","ANDHRA 
PRADESH",25.0,27.0,7.1,7.7,,7.2  8.2,772,950,2.4,2.8,1.05,1.76,4,28,64,470,2,4
1787,"RIVER KRISHNA AT AMARAVATI,  AMARAVATI (V & M)","ANDHRA 
PRADESH",22.0,25.0,6.9,7.7,,7.3  8.1,664,882,2.3,2.9,1.05,1.65,7,39,75,460,2,4
4375,"RIVER KRISHNA, PAVITHRA SANGAMAM, AFTER 
CONFLUENCE WITH RIVER GODAVARI WATER, FERRY 
(V), IBRAHIMPATNAM (M)","ANDHRA 
PRADESH",24.0,25.0,7.1,7.6,,7.2  8.1,406,830,2.2,2.8,0.86,1.64,4,14,43,470,2,3
25,RIVER KRISHNA AT VIJAYWADA TOWN,"ANDHRA 
PRADESH",24.0,24.0,7.1,7.8,,7.2  8.1,520,788,2.4,2.8,0.64,1.26,4,15,64,470,2,3
"3079 
1782","RIVER KRISHNA D/S OF RAMALINGESHWARNAGAR A/C 
WITH TREATED SEWAGE DISCHARGING FROM 10MLD 
STP LOCATED AT RAMALINGESHWARNAGAR, 
VIJAYAWADA, KRISHNA 
RIVER KRISHNA AT HAMSALADEEVI PULIGADDA 
AQUEDUCT NEAR AVANIGADDA (V)","ANDHRA 
PRADESH 
ANDHRA 
PRADESH","25.0 
25.0","25.0 
28.0","7.2 
6.1","7.2 
6.9",,"7.8  7.8 
7.6  8.2",796,"796 
7770  27420  2.6",2.8,"2.8 
2.8","1.44 
0.83","1.44 
1.27","11 
4","11 
11","75 
43","75 
380","2 
2","2 
2"
