0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
"STN 
Code",Monitoring Location,State Name,"Temperature 
(°C)",,"Dissolved 
Oxygen 
(mg/L)",,pH,,"Conductivity 
(µmho/cm)",,"BOD 
(mg/L)",,"NitrateN 
(mg/L)",,"Fecal Coliform  
(MPN/100ml)",,"Total Coliform  
(MPN/100ml)",,"Fecal 
Streptococci 
(MPN/100ml)",
,,,Min,,Max  Min  Max  Min Max  Min,,,,,,Max  Min  Max  Min  Max,,,,"Min 
Max",,"Min 
Max",,"Min 
Max",
"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,,,,"> 5.0 
mg/L",,6.5 - 8.5,,,,"< 3.0 
mg/L",,,,"< 2500 MPN/ 100 
Ml",,,,"< 500 MPN/ 
100 Ml",
30072,RIVER DHANSIRI AT KHATKATI GATE,NAGALAND,18.0,32.7,5.4,7.9,,7.2  7.6,128,250,1.5,3.4,0.32,1.00,2,7500,2,312000,2,2
30073,RIVER DHANSIRI AT BOKAJAN,ASSAM,18.5,33.6,5.9,9.4,,7.3  7.6,130,239,1.6,4.3,0.32,1.08,2,8000,2,92000,2,2
30074,RIVER DHANSIRI AT NUMALIGARH,ASSAM,19.1,32.2,6.6,9.6,,7.4  7.6,124,,1021  1.1,2.1,0.32,1.10,2,19000,2,396000,2,2
1528,"RIVER BHARALU AT GUWAHATI, ASSAM",ASSAM,21.0,36.0,0.3,1.0,,6.9  7.6,520,,610  30.8  37.9  2.00,,,3.80,2300,2900,4200,5300,460,490
,"3759  RIVER DIKRONG NEAR BRIDGE AT NH-52, BANDARDEWA",ASSAM,20.0,28.0,5.5,6.3,,7.0  7.9,120,166,1.8,2.6,0.50,2.10,300,730,910,1600,96,240
3786,"RIVER GAI NADI AT SOMARAJAN, DHEMAJI",ASSAM,22.0,24.0,5.2,7.8,,6.9  7.8,140,174,2.0,2.6,0.60,1.00,360,720,910,1400,120,240
3807,RIVER DIGARU AT NH CROSSING,ASSAM,19.0,28.0,4.2,9.8,,7.0  7.6,101,136,2.0,2.5,0.60,1.30,620,1100,1200,2000,210,290
1530,"RIVER DIGBOI AT LAKHIPATHE, RESERVE FOREST, 
DIGBOI, ASSAM",ASSAM,22.0,24.0,2.3,5.5,,6.8  7.8,152,276,3.0,3.4,0.70,2.00,300,940,720,2000,95,290
,"2231  RIVER DIKHOW AT DIKHOW BRIDGE SIVASAGAR, ASSAM",ASSAM,20.0,31.0,6.0,8.0,,6.8  7.5,122,172,1.8,2.5,0.80,1.60,360,910,720,2100,120,340
3776,"RIVER DIKHOW AT NAGINI MORA (INTER-STATE 
BOUNDARIES, ASSAM-NAGALAND)",ASSAM,18.0,30.0,5.7,8.0,,6.7  7.5,126,166,1.7,2.6,0.60,1.00,360,910,1100,2100,110,340
3778,"RIVER DIKHOW AT DIKHOWMUKH CONFLUENCE WITH 
BRAHAMPUTRA",ASSAM,20.0,32.0,5.8,7.9,,6.7  7.6,138,209,1.8,2.5,0.80,1.10,300,730,730,2800,110,280
2524,"RIVER KALJANI D/S OF ALIPURDWAR, MUNICIPALITY 
DISCHARGE POINT, COOCHBEHAR",WEST BENGAL,20.0,31.0,6.1,8.1,,7.2  7.9,62,134,1.0,2.8,0.30,0.38,2200,17000,11000,50000,13,350
1298,"RIVER DISANG AT GUDAMGHAT, ASSAM",ASSAM,18.0,29.0,5.7,6.9,,6.9  7.9,98,126,1.8,2.3,0.60,1.20,360,910,730,2300,130,340
2058,"RIVER DISANG  AT DILLIGHAT, DIBRUGARH DIST., 
ASSAM",ASSAM,23.0,23.0,,5.3  10.5  7.0  7.5,,,120,188,1.8,2.4,0.40,1.60,360,1100,910,2100,120,290
4005,RIVER DISANG AT NH CROSSING,ASSAM,20.0,31.0,5.5,7.3,,7.0  7.7,110,138,1.6,2.6,0.70,1.10,360,720,730,1500,110,260
3763,"RIVER GABHARU NEAR BRIDGE AT NH-52, NEAR 
TUMIUKI, SONITPUR",ASSAM,16.0,28.0,5.0,6.3,,6.8  7.8,106,132,2.1,2.5,0.70,1.30,360,730,1100,1500,120,240
4011,RIVER TOCKLAI NEAR BRIDGE AT JORHAT,ASSAM,21.0,34.0,5.0,6.8,,6.6  7.8,188,272,2.0,2.8,0.80,1.30,720,1100,1400,2800,260,420
4012,RIVER TUNIA AT D/S BRPL,ASSAM,21.0,35.0,5.1,5.4,,6.8  7.7,138,164,1.9,2.6,0.70,2.00,620,940,1200,1900,210,290
4329,RIVER LARSING NEAR LOCL DEPO AT MOINARBOND,ASSAM,20.0,23.0,5.0,5.4,,7.0  7.3,92,133,2.0,2.3,0.70,1.00,360,730,910,1500,120,240
4331,RIVER DHATESHWARI D/S OF HAILAKANDI,ASSAM,21.0,24.0,4.2,5.7,,6.6  7.2,128,162,2.0,2.8,0.90,1.30,620,910,1300,2000,210,290
4332,RIVER DEMOW AT DEMOW TOWN,ASSAM,21.0,33.0,5.5,7.8,,6.8  7.5,108,132,1.9,2.6,0.80,1.20,360,910,1100,2300,140,350
4336,"RIVER BORSILA AT BORSILA, DEOPANI, NAMTI",ASSAM,18.0,31.0,5.0,7.9,,6.6  7.4,83,102,1.8,2.4,0.60,1.20,360,730,720,2100,110,280
4341,"RIVER BARNADI NEAR BRIDGE, NH-52, DUMUNICHOWKI 
KAMRUP",ASSAM,19.0,37.0,5.5,9.3,,7.0  7.8,120,148,2.0,2.4,0.50,1.30,360,910,910,2000,150,240
2838,"RIVER NONEY/IJEI  AT NONEY BRIDGE, NONEY",MANIPUR,20.0,24.0,7.1,7.4,,7.2  7.3,160,190,3.2,3.3,0.00,0.00,40,75,85,165,,
2240,"RIVER BARAK AT D/S OF SILCHAR, ASSAM",ASSAM,22.0,24.0,5.0,5.6,,7.0  7.3,90,116,2.0,2.8,0.60,1.20,300,1100,730,2800,95,490
