0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
"Station 
Code",Monitoring Location,State Name,"Temperature 
(°C)",,"Dissolved 
Oxygen 
(mg/L)",,pH,,"Conductivity 
(µmho/cm)",,"BOD 
(mg/L)",,"Nitrate N 
(mg/L)",,"Fecal Coliform  
(MPN/100ml)",,"Total Coliform  
(MPN/100ml)",,"Fecal 
Streptococci 
(MPN/100ml)",
,,,Min,,Max  Min  Max  Min Max  Min,,,,,,Max  Min  Max  Min  Max,,,,"Min 
Max",,"Min 
Max",,"Min 
Max",
"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,,,,"> 5.0 
mg/L",,6.5 - 8.5,,,,"< 3.0 
mg/L",,,,"< 2500 MPN/ 100 
Ml",,,,"< 500 MPN/ 
100 Ml",
2721,"RIVER WARDHA  AT U/S OF ACC LTD. GHUGGUS NEAR 
WCL PUMP HOUSE, VILLAGE- GHUGGUS, TALUKA- 
CHANDRAPUR, DISTRICT- CHANDRAPUR.",MAHARASHTRA  19.0,,20.0,5.8,6.6,,7.8  8.7,892,,5473  3.0,3.2,0.30,3.01,6,41,130,350,2,2
2174,"RIVER WARDHA AT D/S OF ACC LTD. GHUGGUS NEAR 
WCL PUMP HOUSE, VILLAGE- GHUGGUS, TALUKA- 
CHANDRAPUR, DISTRICT- CHANDRAPUR.",MAHARASHTRA  19.0,,20.0,5.2,6.1,,7.8  8.8,549,,1370  3.0,4.6,0.30,3.33,11,40,120,430,2,2
2156,"RIVER WARDHA AT CONFLUENCE POINT OF PENGANGA 
& WARDHA. VILLAGE. JUGAD, TALUKA. WANI, DISTRICT. 
YAVATMAL.",MAHARASHTRA  19.0,,20.0,5.3,6.0,,7.8  8.7,750,,1210  3.0,4.0,0.30,4.07,12,38,110,280,2,2
2720,"RIVER WARDHA AT U/S OF ERAI RIVER AT HADASTI 
NEAR ARUN ENGG. WORKS, VILLAGE- HADASTI, 
TALUKA- CHANDRAPUR, DISTRICT- CHANDRAPUR.",MAHARASHTRA  19.0,,23.0,5.6,6.5,,7.9  8.8,698,,1290  3.0,3.9,0.30,3.18,13,41,110,350,2,2
2719,"RIVER WARDHA AT D/S OF ERAI RIVER AT HADASTI 
NEAR ARUN ENGG. WORKS, VILLAGE- HADASTI, 
TALUKA- CHANDRAPUR, DISTRICT- CHANDRAPUR.",MAHARASHTRA  19.0,,23.0,5.4,6.2,,7.7  8.8,722,,1390  3.2,4.2,0.30,3.22,20,47,170,430,2,2
1212,"RIVER WARDHA AT RAJURA BRIDGE, VILLAGE- RAJURA, 
TALUKA- CHANDRAPUR, DISTRICT- CHANDRAPUR.",MAHARASHTRA  19.0,,23.0,5.2,6.5,,7.9  8.7,660,,1162  3.0,3.8,0.30,3.31,14,43,120,280,2,2
2722,"RIVER WENA AT U/S OF MOHATA MILLS, NEAR RAILWAY 
BRIDGE ON WARDHA, CHANDRAPUR RAILWAY LINE, 
VILLAGE- HINGANGHAT, TALUKA- HINGANGHAT, 
DISTRICT- WARDHA.",MAHARASHTRA  16.0,,20.0,5.8,6.8,,8.1  8.8,936,,1142  3.0,3.4,0.30,3.36,17,43,210,350,2,2
2723,"RIVER WENA AT D/S OF MOHATA MILLS, NEAR  BRIDGE 
ON HINGANGHAT- WADNER ROAD,  VILLAGE- 
HINGANGHAT, TALUKA- HINGANGHAT,  DISTRICT- 
WARDHA.",MAHARASHTRA  16.0,,20.0,5.1,6.7,,8.0  8.8,976,,1236  3.0,3.8,0.30,2.89,20,48,280,540,2,2
