0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
"STN 
Code",Monitoring Location,State Name,"Temperature 
(°C)",,"Dissolved 
Oxygen 
(mg/L)",,pH,,"Conductivity 
(µmho/cm)",,"BOD 
(mg/L)",,"NitrateN 
(mg/L)",,"Fecal Coliform  
(MPN/100ml)",,"Total Coliform  
(MPN/100ml)",,"Fecal 
Streptococci 
(MPN/100ml)",
,,,Min,,Max  Min  Max  Min Max  Min,,,,,,Max  Min  Max  Min  Max,,,,"Min 
Max",,"Min 
Max",,"Min 
Max",
"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,,,,"> 5.0 
mg/L",,6.5 - 8.5,,,,"< 3.0 
mg/L",,,,"< 2500 MPN/ 100 
Ml",,,,"< 500 MPN/ 
100 Ml",
4610,"RIVER CHAMBAL AT 100M D/S OF GANDHI SAGAR DAM. 
MANDSAUR","MADHYA 
PRADESH",22.0,30.0,7.2,7.6,,7.4  7.9,298,384,1.8,2.0,0.55,0.98,2,4,48,49,2,2
2954,"RIVER PARVATI BEFORE MEETING CHAMBAL AT 
KHATOLI, KOTA, RAJASTHAN",RAJASTHAN,17.0,33.0,4.7,5.8,,8.1  8.9,311,,1092  1.0,2.0,1.22,2.52,70,150,140,350,21,26
2109,"RIVER PARVATI AT NEEMKHEDI, GUNA","MADHYA 
PRADESH",15.0,31.0,7.0,8.8,,7.2  7.9,290,511,1.4,2.1,0.32,1.40,2,6,24,34,,
2126,"RIVER PARVATI D/S  AFTER   VINDHYACHAL NALLA  AT 
PILUKHEDI,RAJGARH","MADHYA 
PRADESH",15.0,26.0,,5.8  11.7  7.4  8.1,,,371,715,1.0,4.6,,5.05  30.72,6,110,220,480,2,2
1432,"RIVER PARVATI NEAR VILLAGE BATAODAPAR, M.P.","MADHYA 
PRADESH",15.0,32.0,7.0,8.5,,7.2  7.6,270,507,1.6,1.9,0.50,1.83,2,6,2,34,2,2
1367,RIVER KHAN AT KABIT KHEDI (NEAR INDORE) M.P.,"MADHYA 
PRADESH",20.0,22.5,0.3,0.3,,7.2  8.1,982,,1485  10.0  36.0  2.13,,,4.78,32,5400,920,12000,8,1800
2110,"RIVER KHAN AT SAKKAR KHADI, INDORE","MADHYA 
PRADESH",19.0,22.0,0.3,0.3,,7.2  8.2,973,,1418  14.0  38.0  2.14,,,7.35,2,6300,1400,17000,5,2100
2111,RIVER KHAN AT SANWER,"MADHYA 
PRADESH",19.5,22.5,4.0,6.4,,7.4  8.4,880,,1330  1.0,8.0,1.24,3.17,10,700,430,1600,2,340
1372,"RIVER MANDAKINI AT CHITRAKUT, M.P.","MADHYA 
PRADESH",22.7,33.0,2.8,9.1,,6.8  7.9,612,,5952  2.0,3.7,0.00,0.00,2,15,70,120,2,2
1369,"RIVER KSHIPRA AT RAMGHAT AT UJJAIN, M.P.","MADHYA 
PRADESH",22.0,27.0,6.2,7.8,,7.1  7.9,386,,1064  3.4  10.0  0.32,,,2.80,350,1600,1600,1600,6,170
1370,"RIVER KSHIPRA AT TRIVENISANGAM (1 KM. D/S OF 
SANGAM), M.P.","MADHYA 
PRADESH",22.0,27.0,7.0,7.6,,7.4  7.9,333,,1039  2.4,6.0,0.32,1.94,2,1600,210,1600,2,6
1468,"RIVER KSHIPRA AT SIDDHAWAT (D/S) OF UJJAIN., M.P.","MADHYA 
PRADESH",22.0,27.0,6.8,7.6,,7.3  8.0,493,,1254  8.0  12.0  0.93,,,3.47,920,1600,1600,1600,10,25
3315,"RIVER KSHIPRA AT GAUGHAT, UJJAIN","MADHYA 
PRADESH",22.0,26.0,7.0,7.5,,7.1  7.9,370,,1041  2.4,8.0,0.32,2.24,2,1600,280,1600,2,6
3316,"RIVER KSHIPRA AT U/S OF MAHIDPUR CITY, UJJAIN","MADHYA 
PRADESH",23.0,29.0,6.8,8.0,,7.5  8.2,388,,1068  1.4,3.6,0.32,1.00,2,6,46,1600,2,2
3317,"RIVER KSHIPRA AT W/S INTAKE POINT OF DEWAS, 
UJJAIN","MADHYA 
PRADESH",22.0,26.0,7.1,7.6,,7.4  8.0,288,585,1.8,2.0,0.63,0.98,2,4,47,49,2,2
2379,RIVER NALKARI TRIBUTARY AT PATRATU,JHARKHAND,26.5,30.0,7.2,7.6,,7.2  7.5,,,1.3,2.6,0.00,0.00,,,,,,
