0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
"Station 
Code",Monitoring Location,State Name,"Temperature 
(°C)",,"Dissolved 
Oxygen 
(mg/L)",,pH,,"Conductivity 
(µmho/cm)",,"BOD 
(mg/L)",,"Nitrate N 
(mg/L)",,"Fecal Coliform  
(MPN/100ml)",,"Total Coliform  
(MPN/100ml)",,"Fecal 
Streptococci 
(MPN/100ml)",
,,,Min,,Max  Min  Max  Min Max  Min,,,,,,Max  Min  Max  Min  Max,,,,"Min 
Max",,"Min 
Max",,"Min 
Max",
"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,,,,"> 5.0 
mg/L",,6.5 - 8.5,,,,"< 3.0 
mg/L",,,,"< 2500 MPN/ 100 
Ml",,,,"< 500 MPN/ 
100 Ml",
,"3321  RIVER NARMADA AT AMARKANTAK FROM ORIGIN POINT,","MADHYA 
PRADESH",23.5,30.2,6.6,8.7,,7.1  8.3,186,705,1.0,1.8,0.32,0.58,2,2,27,94,2,2
1242,"RIVER NARMADA NEAR ORIGIN POINT AT AMARKANTAK 
M.P.","MADHYA 
PRADESH",22.6,30.2,6.5,6.8,,6.6  7.9,165,,1864  1.0,1.9,0.32,0.34,2,2,2,20,2,2
4578,RIVER NARMADA AT PUSKAR DAM AMARKANTAK,"MADHYA 
PRADESH",22.8,30.2,6.6,8.1,,6.9  8.0,173,,2756  1.6,2.3,0.32,0.48,2,2,41,110,2,2
1241,RIVER NARMADA AT MANDLA NEAR ROAD BRIDGE. M.P.,"MADHYA 
PRADESH",21.2,24.6,7.0,7.8,,7.3  7.9,250,611,1.2,2.0,0.16,1.44,2,6,17,48,,
,"1240  RIVER NARMADA AT BARMANGHAT, NARSINGHPUR M.P.","MADHYA 
PRADESH",20.9,24.6,7.0,8.3,,7.2  7.9,233,711,1.1,2.0,0.14,1.40,2,3,10,43,,
2106,RIVER NARMADA AT NEMAWAR,"MADHYA 
PRADESH",22.0,27.0,6.6,7.6,,7.6  7.8,198,394,1.2,2.0,0.32,0.65,2,2,43,48,2,2
4595,"RIVER NARMADA 500 M.D/S NEAR JAIN MANDER 
VILLAGE NEMAWAR","MADHYA 
PRADESH",22.0,28.0,6.5,7.7,,7.2  7.8,212,430,2.0,2.0,0.54,0.73,2,2,47,49,2,2
45,RIVER NARMADA AT MANDLESHWAR,"MADHYA 
PRADESH",19.5,21.5,7.2,8.0,,7.7  8.5,212,332,1.0,1.1,,0.83 790.02,2,2,34,49,2,2
1239,"RIVER NARMADA AT BADWANI, M.P.","MADHYA 
PRADESH",19.0,22.0,7.2,7.8,,7.8  8.5,246,346,1.0,1.2,0.82,1.20,2,2,38,48,,
1431,"RIVER NARMADA AT MAHESHWAR, M. P.","MADHYA 
PRADESH",19.5,21.5,7.0,7.9,,7.3  8.5,211,318,1.0,1.2,0.02,1.12,2,2,39,49,2,2
1234,"RIVER NARMADA  NEAR SHAHGANJ GUEST HOUSE  
DISTRICT SEHORE (M.P.)","MADHYA 
PRADESH",14.0,26.0,,5.8  11.0  7.3  8.5,,,188,362,1.0,2.4,1.40,5.97,2,34,130,280,2,2
2112,"RIVER NARMADA NEAR MORTAKKA BRIDGE, BADWAH","MADHYA 
PRADESH",19.5,21.5,7.2,7.9,,7.4  8.5,243,328,1.0,1.4,0.83,1.27,2,2,33,49,,
44,RIVER NARMADA AT SETHANIGHAT,"MADHYA 
PRADESH",17.0,31.0,7.2,8.5,,7.2  8.2,198,311,1.3,2.1,0.39,1.93,13,170,150,430,2,2
1235,"RIVER NARMADA AT HOSHANGABAD 100 METER D/ S 
AFTER CONFLUENCE OF SPM NALLA M.P.","MADHYA 
PRADESH",12.0,30.0,7.4,8.5,,7.4  8.1,187,315,1.1,1.9,0.55,2.90,22,94,170,430,2,2
