0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
"Station 
Code",Monitoring Location,State Name,"Temperature 
(°C)",,"Dissolved 
Oxygen 
(mg/L)",,pH,,"Conductivity 
(µmho/cm)",,"BOD 
(mg/L)",,"Nitrate N 
(mg/L)",,"Fecal Coliform  
(MPN/100ml)",,"Total Coliform  
(MPN/100ml)",,"Fecal 
Streptococci 
(MPN/100ml)",
,,,Min,,Max  Min  Max  Min Max  Min,,,,,,Max  Min  Max  Min  Max,,,,"Min 
Max",,"Min 
Max",,"Min 
Max",
"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,,,,"> 5.0 
mg/L",,6.5 - 8.5,,,,"< 3.0 
mg/L",,,,"< 2500 MPN/ 100 
Ml",,,,"< 500 MPN/ 
100 Ml",
4750,"RIVER SUBARNAREKHA NEAR INTAKE WELL HATIA 
RAILWAY",JHARKHAND,11.0,26.0,3.3,4.3,,6.5  6.7,,,2.0,2.8,0.00,0.00,,,,,,
4752,"RIVER SUBARNAREKHA NEAR OBERIA ROAD BRIDGE, 
HATIA RANCH",JHARKHAND,11.0,24.6,3.2,6.5,,3.1  6.7,,,2.1,2.9,0.00,0.00,,,,,,
30067,"RIVER SUBARNAREKHA AT BEHRAGORA ODISHA-
JHARKHAND",JHARKHAND,28.0,36.0,,7.0  11.5  7.0  9.5,,,157,415,1.0,2.0,0.32,0.36,170,220000,1100,14000000,2,45
30068,"RIVER SUBARNAREKHA AT GOPIBALLAVPUR (WEST 
BENGAL)",WEST BENGAL,25.0,35.0,,6.8  12.5  7.0  8.2,,,153,393,1.0,1.0,0.32,0.37,110,2200000,1400,35000000,2,78
30069,RIVER SUBARNAREKHA AT LAKHANNATH (ORISSA),ODISHA,24.0,31.0,7.2,9.2,,7.0  8.5,152,334,1.0,1.0,0.32,0.32,170,1100000,1700,28000000,2,78
4086,"RIVER SUBARNAREKHA U/S HINDALCO IND LTD, MURLI 
WORKS, CHHOTAMURI, RANCHI",JHARKHAND,15.0,27.0,7.4,7.9,,6.7  7.4,,,2.0,2.8,0.00,0.00,,,,,,
4756,"RIVER SUBARNAREKHA AT RUCCA DAM, RUCCA, 
RANCHI",JHARKHAND,8.6,23.0,7.6,8.0,,7.2  7.3,,,1.7,3.1,0.00,0.00,,,,,,
2423,RIVER BUDHABALANGA AT D/S OF BARIPADA TOWN,ODISHA,20.0,30.0,5.2,9.2,,7.2  8.4,146,326,1.3,2.2,0.00,0.87,780,4900,2800,17000,5,49
3943,RIVER BUDHABALANGA AT BALASORE U/S,ODISHA,21.0,30.0,5.6,9.6,,6.9  8.5,125,383,1.1,2.4,0.32,0.86,230,2300,1300,4900,,
3942,"RIVER SONO AT KANAKDURGA ROAD NEAR REMUNA, 
HATOGOND",ODISHA,20.0,30.0,3.2,9.6,,6.9  8.5,120,433,1.1,1.8,0.32,0.93,78,13000,490,35000,,
2115,"RIVER TAPTI AT NEPA NAGAR 100 METRE D/S AFTER 
MIXING PANDHAR NALLA","MADHYA 
PRADESH",20.0,22.0,6.6,7.7,,7.7  8.6,202,572,1.0,1.8,0.57,1.42,2,2,37,63,,
4753,"RIVER HARMU NEAR HARMU BRIDGE, HARMU, RANCHI",JHARKHAND,11.0,24.0,2.9,3.6,,6.5  6.6,,,,2.5  11.7  0.00,,0.00,,,,,,
4754,"RIVER HARMU BEFORE METTING TO SWARNREKHA 
RIVER",JHARKHAND,11.4,25.0,3.1,4.8,,6.5  6.7,,,,4.5  11.1  0.00,,0.00,,,,,,
