0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
"Station 
Code",Monitoring Location,State Name,"Temperature 
(°C)",,"Dissolved 
Oxygen 
(mg/L)",,pH,,"Conductivity 
(µmho/cm)",,"BOD 
(mg/L)",,"Nitrate N 
(mg/L)",,"Fecal Coliform  
(MPN/100ml)",,"Total Coliform  
(MPN/100ml)",,"Fecal 
Streptococci 
(MPN/100ml)",
,,,Min,,Max  Min  Max  Min Max  Min,,,,,,Max  Min  Max  Min  Max,,,,"Min 
Max",,"Min 
Max",,"Min 
Max",
"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,,,,"> 5.0 
mg/L",,6.5 - 8.5,,,,"< 3.0 
mg/L",,,,"< 2500 MPN/ 100 
Ml",,,,"< 500 MPN/ 
100 Ml",
1019,RIVER SUTLEJ AT U/S HEAD WORKS ROPAR,PUNJAB,14.0,27.0,6.4,9.0,,7.5  8.2,240,348,1.0,1.2,1.10,2.60,61,460,330,1300,,
,"1690  RIVER SUTLEJ AT U/S BUDHA NALLAH (UPPER), PUNJAB",PUNJAB,12.0,28.0,6.5,8.1,,7.4  8.2,259,394,1.0,2.8,1.10,3.30,210,1300,790,3900,,
1020,"RIVER SUTLEJ AT 100M D/S BUDHA NALA CONFL., 
LUDHIANA",PUNJAB,12.0,30.0,0.3,2.1,,7.2  7.8,505,,1250  17.0 105.0 1.10,,,8.00,79000,,2200000  220000,7900000,,
1022,"RIVER SUTLEJ AT BRIDGE HARIKE, AMRITSAR",PUNJAB,11.0,30.0,4.2,7.5,,7.2  7.9,271,442,1.0,3.6,1.10,3.20,270,2200,700,5400,,
10025,"RIVER SUTLEJ AT JALANDHAR U/S (PEERU SHAH KA 
DARGAH)",PUNJAB,15.0,34.0,0.3,0.3,,6.9  7.8,937,,1165  42.0 100.0 1.10,,,2.80,63000,490000,220000,790000,,
10026,RIVER SUTLEJ AT JALANDHAR D/S (MALSIAN BRIDGE),PUNJAB,16.0,31.0,0.3,0.3,,6.7  7.7,849,,1309  35.0  79.0  0.82,,,5.00,63000,460000,210000,700000,,
1021,"RIVER SUTLEJ AT BOAT BDG. DHARMKOTNAKODAR 
ROAD, JALANDHAR",PUNJAB,11.0,28.0,0.3,7.6,,7.1  7.8,305,733,,2.2  41.0  1.30,,4.60,4900,1200000,17000,2800000,,
1381,"RIVER SUTLEJ AT D/S EAST BEIN, PUNJAB",PUNJAB,12.0,29.0,0.3,7.8,,7.1  7.8,300,808,,2.0  50.0  1.70,,6.30,7900,1700000,17000,3500000,,
1691,"RIVER SUTLEJ AT U/S HUSSANIWALA - H/W FEROZEPUR, 
PUNJAB",PUNJAB,12.0,30.0,4.8,9.1,,7.0  8.1,248,422,1.0,2.0,1.10,2.60,110,780,540,2600,,
1692,"RIVER SUTLEJ AT D/S HUSSANIWALA-H/W FEROZEPUR, 
PUNJAB",PUNJAB,12.0,30.0,4.7,8.9,,6.9  8.0,251,420,1.0,2.4,1.20,2.80,170,1100,540,2700,,
