0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
"Station 
Code",Monitoring Location,State Name,"Temperature 
(°C)",,"Dissolved 
Oxygen 
(mg/L)",,pH,,"Conductivity 
(µmho/cm)",,"BOD 
(mg/L)",,"Nitrate N 
(mg/L)",,"Fecal Coliform  
(MPN/100ml)",,"Total Coliform  
(MPN/100ml)",,"Fecal 
Streptococci 
(MPN/100ml)",
,,,Min,,Max  Min  Max  Min Max  Min,,,,,,Max  Min  Max  Min  Max,,,,"Min 
Max",,"Min 
Max",,"Min 
Max",
"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,,,,"> 5.0 
mg/L",,6.5 - 8.5,,,,"< 3.0 
mg/L",,,,"< 2500 MPN/ 100 
Ml",,,,"< 500 MPN/ 
100 Ml",
10158,"RIVER GANGA A/C TAMSA RIVER, SIRSA, SON BARSA","UTTAR 
PRADESH",20.5,30.7,7.2,8.9,,7.4  8.4,260,297,2.6,3.0,0.61,0.72,610,920,1500,2500,,
2485,"RIVER GANGA U/S, VINDHYACHAL, MIRZAPUR","UTTAR 
PRADESH",22.5,31.0,7.3,9.4,,7.9  8.4,324,542,2.2,2.9,,0.62 124.00,700,1300,1200,2000,380,700
2486,"RIVER GANGA D/S, MIRZAPUR","UTTAR 
PRADESH",22.5,31.0,6.6,8.5,,7.6  8.0,332,552,3.3,4.5,0.00,1.96,7900,14000,13000,22000,3400,9400
10153,RIVER GANGA AT CHUNAR,"UTTAR 
PRADESH",23.0,31.5,7.0,9.0,,7.7  8.2,328,548,2.8,3.8,0.68,1.88,5800,11000,8400,17000,630,6300
1070,"RIVER GANGA AT VARANASI U/S NEAR VISHWASUNDARI 
BRIDGE B/C DRAINS( NAGWA NALA, SAMNE GHAT 
NALA,NAKHHI NALA)","UTTAR 
PRADESH",22.5,31.0,7.2,9.6,,7.8  8.4,320,542,2.1,2.8,0.58,1.56,680,1100,1100,2000,310,550
1071,"RIVER GANGA AT VARANASI D/S , A/C RIVER  VARUNA , 
U.P","UTTAR 
PRADESH",22.5,31.0,6.7,8.5,,7.6  8.1,332,550,3.3,4.5,0.72,2.25,7900,17000,14000,23000,4900,9200
5715,"RIVER GANGAÂ  B/C GOMTI RIVER AT BALUA GHAT 
BRIDGE, VARANASI","UTTAR 
PRADESH",27.0,29.0,7.0,7.8,,7.7  8.0,328,540,3.2,4.2,0.68,1.86,6300,11000,9400,17000,4600,6300
10152,"RIVER GANGA A/C GOMTI RIVER, BHUSAULA","UTTAR 
PRADESH",23.0,33.5,7.0,8.8,,7.8  8.2,324,546,2.8,3.8,0.65,1.98,4600,11000,8400,17000,4100,9800
5716,"RIVER GANGAÂ  ZAMANIA GANGA BRIDGE , ZAMANIZ, 
UP","UTTAR 
PRADESH",27.0,29.0,7.4,8.4,,7.3  8.2,320,536,2.8,3.6,0.60,1.76,4600,7000,6300,11000,2700,4900
1073,"RIVER GANGA AT TARIGHAT (GHAZIPUR), U.P","UTTAR 
PRADESH",23.0,31.5,6.5,8.2,,7.7  8.0,336,768,3.5,4.7,0.78,2.32,9400,17000,15000,26000,6300,13000
10113,"RIVER GANGA AT U/S JAIL GHAT, BUXAR",BIHAR,16.0,33.0,6.9,8.8,,7.2  8.2,225,617,1.0,2.5,0.30,0.30,780,92000,2300,160000,2,490
1074,RIVER GANGA CHUSA AT BUXAR,BIHAR,17.0,32.0,7.0,9.0,,7.1  8.3,247,646,1.0,2.1,0.30,0.34,2200,54000,3300,92000,2,330
2551,"RIVER GANGA AT BUXAR, RAMREKHAGHAT",BIHAR,16.0,33.0,6.7,8.5,,7.3  8.4,243,635,1.0,2.6,0.30,0.30,1300,92000,2300,160000,2,1100
3113,"RIVER GANGA AT D/S BUXAR NEAR VEER KUNWAR 
SINGH ROAD BRIDGE",BIHAR,16.0,31.0,6.5,8.9,,7.3  8.2,249,610,1.0,2.6,0.30,0.33,1300,54000,2300,92000,2,220
10162,"RIVER GANGA AT ARA- CHAPRA ROAD BRIDGE 
(KOIILWAR BARHARA-CHAPRA ROAD)",BIHAR,17.0,32.0,7.3,8.9,,7.2  8.3,219,432,1.0,2.5,0.30,0.35,130,35000,230,54000,2,540
2564,"RIVER GANGA AT THE BALUGHAT, DORIGANJ, SARAN",BIHAR,16.0,32.0,6.6,9.0,,7.4  8.4,211,483,1.0,2.8,0.30,0.32,780,92000,2300,160000,2,1300
10114,"RIVER GANGA AT MAA AMBIKA ASTHAN, AAMI, SARAN",BIHAR,15.0,32.0,6.9,8.8,,7.4  8.0,209,409,1.2,2.6,0.30,0.30,780,92000,2300,160000,2,790
,"3114  RIVER GANGA NEAR DANAPUR (NEAR PIPA PUL) ,PATNA",BIHAR,13.0,33.0,6.8,9.9,,7.2  8.4,268,542,1.0,2.2,0.30,0.34,1100,54000,1400,92000,2,490
1077,"RIVER GANGA AT DIGHA,  NEAR J P SETU, PATNA U/S",BIHAR,13.0,32.0,6.9,9.8,,7.2  8.4,251,417,1.0,2.2,0.30,0.30,2300,92000,3300,160000,2,490
2552,"RIVER GANGA AT GANDHIGHAT, NIT  PATNA",BIHAR,13.0,32.0,6.1,9.5,,7.1  8.3,242,415,1.0,2.5,0.30,0.30,17000,92000,28000,160000,2,5400
10115,"RIVER GANGA AT GULABI GHAT, PATNA",BIHAR,13.0,31.0,6.3,9.0,,7.2  8.4,251,398,1.2,2.5,0.30,0.30,13000,92000,22000,160000,2,35000
1079,"RIVER GANGA AT PATNA D/S (GANGA BRIDGE), 
GAIGHAT, PATNA",BIHAR,13.0,33.0,6.1,,9.4  7.22 8.38  240.0  418.0  1.1,,,,,2.6,0.3,0.32,2300.0,92000.0,3300,160000,1.8,2400
3122,"RIVER GANGA AT MALSALAMI, PATNA CITY, PATNA",BIHAR,13.0,33.0,6.5,9.3,,7.2  8.3,238,406,1.0,2.9,0.30,0.30,1300,92000,2300,160000,2,1300
4297,"RIVER GANGA AT KACHCHI-DARGAH-BIDUPUR NEAR 
ROAD BRIDGE, PATNA",BIHAR,13.0,32.0,6.3,9.5,,7.1  8.4,240,410,1.0,2.3,0.30,0.30,2300,54000,4600,92000,2,1300
