0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
"Station 
Code",Monitoring Location,State Name,"Temperature 
(°C)",,"Dissolved 
Oxygen 
(mg/L)",,pH,,"Conductivity 
(µmho/cm)",,"BOD 
(mg/L)",,"Nitrate N 
(mg/L)",,"Fecal Coliform  
(MPN/100ml)",,"Total Coliform  
(MPN/100ml)",,"Fecal 
Streptococci 
(MPN/100ml)",
,,,Min,,Max  Min  Max  Min Max  Min,,,,,,Max  Min  Max  Min  Max,,,,"Min 
Max",,"Min 
Max",,"Min 
Max",
"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,,,,"> 5.0 
mg/L",,6.5 - 8.5,,,,"< 3.0 
mg/L",,,,"< 2500 MPN/ 100 
Ml",,,,"< 500 MPN/ 
100 Ml",
1336,"RIVER BARAKAR AT ASANSOL (WATER INTAKE POINT), 
BURDWAN,WEST BENGAL",WEST BENGAL,22.0,34.0,7.6,8.9,,7.4  8.2,135,416,2.0,2.9,0.30,1.91,1700,3200,2100,4000,17,27
2388,RIVER BARAKAR AT TILAYA DAM,JHARKHAND,25.0,31.5,7.2,7.8,,7.1  7.5,,,1.1,1.8,0.00,0.00,,,,,,
2392,RIVER BARAKAR AT MAITHAN DAM,JHARKHAND,14.0,33.0,7.2,7.9,,7.3  7.6,,,1.0,2.6,0.00,0.00,,,,,,
1331,"RIVER DAMODAR AT DISHERGARH VILL.(NR.BIHAR-
WEST BENGAL BORDER) , BURDWAN,WEST BENGAL",WEST BENGAL,21.0,33.0,7.6,9.0,,6.7  8.1,167,370,1.9,2.8,0.30,1.73,1400,3200,2400,4900,14,3300
1332,"RIVER DAMODAR AT D/S OF IISCO AFTER 3RD OUTFALL 
AT DHENNA VILLAGE, BURDWAN,WEST BENGAL",WEST BENGAL,21.0,33.0,7.6,8.8,,7.1  8.2,193,407,2.0,2.7,0.30,1.42,1700,2700,2600,4700,17,26
1333,"RIVER DAMODAR AT NARAINPUR AFTER CONFL. OF 
NUNIA NALLAH, BURDWAN,WEST BENGAL",WEST BENGAL,21.0,34.0,7.6,8.7,,6.8  7.9,172,625,2.1,2.9,0.30,2.91,1700,3200,2100,4000,17,32
1334,"RIVER DAMODAR NEAR MUJHER MANA VILLAGE AFTER 
CONF. OF TAMLA NALLAH, BURDWAN,WEST BENGAL",WEST BENGAL,19.0,34.0,6.7,8.5,,6.9  8.2,218,481,2.2,3.8,0.30,2.48,1400,3300,1700,4000,17,26
2378,RIVER DAMODAR D/S BHAIRABI AT RAJRAPPA,JHARKHAND,26.0,31.0,7.4,7.8,,7.2  7.5,,,1.5,2.5,0.00,0.00,,,,,,
2380,RIVER DAMODAR AT RAMGARH ROAD BRIDGE,JHARKHAND,26.5,31.5,7.3,7.6,,7.2  7.5,,,1.5,3.3,0.00,0.00,,,,,,
2382,RIVER DAMODAR AT PHUSRO ROAD BRIDGE,JHARKHAND,16.0,34.5,7.4,8.2,,7.4  7.6,,,1.0,2.8,0.00,0.00,,,,,,
2383,RIVER DAMODAR U/S JAMADOBA WATER WORKS,JHARKHAND,19.0,34.0,7.3,7.8,,7.4  7.6,,,1.1,2.4,0.00,0.00,,,,,,
2384,"RIVER DAMODAR AT DOMGARH WATER WORKS D/S 
SINDRI",JHARKHAND,20.0,35.5,7.4,7.6,,7.4  7.6,,,1.0,2.6,0.00,0.00,,,,,,
2391,RIVER DAMODAR AT PANCHET DAM,JHARKHAND,18.0,35.0,7.5,8.2,,7.3  7.6,,,1.0,2.5,0.00,0.00,,,,,,
2527,"RIVER WATER INTAKE POINT FOR BURDWAN TOWN, 
BURDWAN",WEST BENGAL,19.0,33.0,7.5,8.9,,6.2  8.3,213,477,2.0,2.7,0.30,1.80,1100,2600,1700,3900,14,26
3553,RIVER DAMODAR NEAR TELMUCHO BRIDGE,JHARKHAND,16.4,33.0,6.9,7.8,,7.4  7.7,,,1.2,2.5,0.00,0.00,,,,,,
3555,"RIVER DAMODAR NEAR ZARANGDIH BRIDGE, BOKARO",JHARKHAND,19.0,33.0,7.4,7.8,,7.5  7.6,,,1.1,2.8,0.00,0.00,,,,,,
3556,"RIVER DAMODAR AT CONFLUENCE OF BOKARO & 
DAMODAR NEAR ZARANGDIH BRIDGE, BOKARO",JHARKHAND,18.6,33.0,7.2,7.6,,7.2  7.5,,,1.2,2.7,0.00,0.00,,,,,,
3557,"RIVER DAMODAR NEAR BERMO RAILWAY STATION, 
BOKARO",JHARKHAND,17.5,35.0,7.0,7.6,,7.2  7.6,,,1.2,2.7,0.00,0.00,,,,,,
4083,"RIVER DAMODAR NEAR ROHINI PROJECT, NK AREA, PO-
DAKRA, RANCHI",JHARKHAND,14.0,26.0,7.1,8.0,,6.6  7.5,,,1.8,3.3,0.00,0.00,,,,,,
30066,RIVER DAMODAR AT SINDRI,JHARKHAND,20.0,35.0,,5.2  10.8  7.3  8.5,,,304,513,1.0,4.0,0.32,0.99,2200,7900,17000,170000,45,130
30065,RIVER DAMODAR AT DISHERGARH (WEST BENGAL),WEST BENGAL,18.0,34.0,6.3,8.4,,7.0  8.0,185,313,1.0,1.0,0.32,0.43,490,35000,1300,540000,2,2400
10107,"RIVER DAMODAR AT ANDAL U/S, BURDWAN",WEST BENGAL,21.0,34.0,7.5,9.0,,7.2  8.2,195,739,2.1,2.8,0.30,1.20,1400,2600,2600,4000,17,32
