0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
"Station 
Code",Monitoring Location,State Name,"Temperature 
(°C)",,"Dissolved 
Oxygen 
(mg/L)",,pH,,"Conductivity 
(µmho/cm)",,"BOD 
(mg/L)",,"Nitrate N 
(mg/L)",,"Fecal Coliform  
(MPN/100ml)",,"Total Coliform  
(MPN/100ml)",,"Fecal 
Streptococci 
(MPN/100ml)",
,,,Min,,Max  Min  Max  Min Max  Min,,,,,,Max  Min  Max  Min  Max,,,,"Min 
Max",,"Min 
Max",,"Min 
Max",
"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,,,,"> 5.0 
mg/L",,6.5 - 8.5,,,,"< 3.0 
mg/L",,,,"< 2500 MPN/ 100 
Ml",,,,"< 500 MPN/ 
100 Ml",
1081,RIVER BAITARNI AT JODA,ODISHA,19.0,31.0,6.2,7.5,,6.8  8.0,80,164,1.1,1.8,0.32,1.58,110,1300,490,4000,,
1082,RIVER BAITARNI AT ANANDPUR,ODISHA,21.0,29.0,6.2,9.6,,6.8  8.0,103,178,1.1,1.9,0.32,0.65,130,790,490,2400,,
1083,RIVER BAITARNI AT JAJPUR,ODISHA,21.0,23.0,6.2,8.5,,7.1  8.2,110,328,1.1,2.6,0.32,3.35,130,4900,330,24000,,
3935,RIVER BAITARNI AT NAIGARH,ODISHA,19.0,29.0,6.0,7.3,,6.8  8.1,73,153,1.1,1.5,0.32,1.08,45,700,330,2200,,
3936,RIVER BAITARNI AT UNCHABALI,ODISHA,19.0,30.0,6.4,7.4,,6.7  8.1,70,151,1.1,1.4,0.32,1.42,110,790,330,2200,,
3938,RIVER BAITARNI AT TRIBINDHA,ODISHA,20.0,32.0,6.2,7.3,,6.8  8.0,112,168,1.1,1.8,0.32,1.49,78,1300,330,4900,,
3937,RIVER BAITARNI AT CHAMPUA,ODISHA,20.0,29.3,6.3,7.0,,6.7  8.1,93,140,1.1,1.7,0.32,1.51,2,1700,330,2400,1700,1700
1084,RIVER BAITARNI AT CHANDBALI U/S,ODISHA,20.0,32.0,4.8,9.2,,6.6  7.8,140,20550  1.1,,2.0,0.32,1.38,170,2200,490,4900,,
10018,RIVER BAITARNI AT CHANDBALI D/S,ODISHA,20.0,32.0,4.4,9.2,,6.5  8.3,150,21870  1.3,,2.1,0.32,1.90,170,4900,490,17000,,
3940,RIVER SALANDI AT BHADRAK U/S,ODISHA,20.0,30.0,4.8,9.2,,6.7  8.4,105,322,1.1,1.6,0.32,2.24,130,24000,790,54000,,
3941,RIVER SALANDI AT BHADRAK D/S,ODISHA,20.0,30.0,4.4,9.6,,6.6  8.2,98,380,1.2,1.9,0.32,1.69,330,7900,1700,22000,,
2421,"RIVER KUSEI BEFORE JOINING WITH BAITARANI AT 
ANANDPUR, DEOGAON",ODISHA,20.0,29.0,6.8,8.5,,6.7  8.5,144,322,1.1,2.0,0.32,1.42,130,3300,330,11000,,
5535,"RIVER DHAMRA,  KALIBHANJADIA",ODISHA,25.2,32.0,4.5,7.6,,7.1  8.0,,1384  41900  1.2,,1.9,0.32,1.51,20,1300,130,3500,,
