0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
"Station 
Code",Monitoring Location,State Name,"Temperature 
(°C)",,"Dissolved 
Oxygen 
(mg/L)",,pH,,"Conductivity 
(µmho/cm)",,"BOD 
(mg/L)",,"Nitrate N 
(mg/L)",,"Fecal Coliform  
(MPN/100ml)",,"Total Coliform  
(MPN/100ml)",,"Fecal 
Streptococci 
(MPN/100ml)",
,,,Min,,Max  Min  Max  Min Max  Min,,,,,,Max  Min  Max  Min  Max,,,,"Min 
Max",,"Min 
Max",,"Min 
Max",
"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,,,,"> 5.0 
mg/L",,6.5 - 8.5,,,,"< 3.0 
mg/L",,,,"< 2500 MPN/ 100 
Ml",,,,"< 500 MPN/ 
100 Ml",
3709,RIVER TLAWNG  SAIRANG,MIZORAM,19.0,26.0,,5.7  10.6  7.2  8.6,,,131,329,1.0,1.8,0.02,4.88,2,240,1100,2400,23,23
3754,"RIVER TLAWNG  D/S, RIMAWI VENG, BAIRABI,KOLASIB 
DIST.",MIZORAM,11.0,25.0,,5.5  10.0  6.8  7.9,,,148,280,1.0,1.6,0.02,2.40,,,,,,
4121,"RIVER TLAWNG D/S,SUARPUI, BAIRABI HEPP DAM SITE, 
BAIRABI,KOLASIB DIST.",MIZORAM,10.0,25.0,5.4,7.5,,6.8  8.1,107,265,1.0,1.4,0.02,1.80,,,,,,
3734,"RIVER TLAWNG U/S, ZOBAWK VILLAGE, LUNGLEI DIST.",MIZORAM,14.0,26.0,6.9,9.6,,6.1  7.2,36,214,1.0,1.4,0.02,5.28,,,,,,
3736,"RIVER TLAWNG U/S, PIALTHLENG ZOTLANG, LUNGLEI",MIZORAM,20.0,28.0,6.2,9.2,,7.3  8.0,77,225,1.1,1.3,0.02,0.96,,,,,,
3710,"RIVER, SERLUI STREAM, REIEK KAI, 
NEAR PHE WATER TREATMENT PLANT, AIZAWL",MIZORAM,18.0,24.0,5.7,8.2,,7.3  8.5,18,422,1.0,1.3,,0.02  31.02,,,,,,
3711,"VAIPUANPHO STREAM, AILAWNG, MAMIT DIST.",MIZORAM,20.0,24.0,4.9,8.2,,7.2  8.1,38,126,1.0,1.3,0.02,0.92,,,,,,
3712,"TUIKUAL STREAM, D/S, REIEK KAI, NEAR PHE WATER 
TREATMENT PLANT, AIZAWL",MIZORAM,19.0,25.0,3.9,8.2,,7.6  8.4,113,359,1.0,5.5,0.02,1.42,2,210,210,2400,26,26
3713,"SAKHISIH STREAM, 
MISSION VENGTHLANG, AIZAWL",MIZORAM,15.0,24.0,4.1,6.9,,5.6  8.1,182,746,1.0,2.9,,0.02  10.92,,,,,,
3714,"RIVER TUIRIAL UPSTREAM, SUMSUIH,AIZAWL DIST",MIZORAM,11.0,22.0,6.6,7.8,,6.0  7.6,24,280,1.0,1.8,0.02,1.30,,,,,,
3715,"RIVER TUIRIAL MID STREAM, AIRFIELD, U/S OF TUIRIAL 
WASTE MANAGEMENT CENTRE,AIZAWL DIST.",MIZORAM,19.0,24.0,4.2,8.1,,7.4  8.4,143,413,1.0,1.4,0.02,5.32,,,,,,
4118,"RIVER TUIRIAL D/S, HEPP DAM, SAIPUM, KOLASIB DIST.",MIZORAM,19.0,36.0,5.3,9.1,,6.9  7.5,81,119,1.0,1.4,0.02,0.78,,,,,,
3717,"RIVER TUIRIAL MID STREAM, AIRFIELD, D/S OF TUIRIAL 
WASTE MANAGEMENT CENTRE,AIZAWL DIST",MIZORAM,19.0,24.0,4.1,8.2,,7.5  8.5,167,480,1.0,1.4,0.02,1.63,,,,,,
2052,"RIVER TUIRIAL MID STREAM, TUIRIAL VILLAGE,U/S OF 
TUIRIAL BRIDGE",MIZORAM,19.0,24.0,4.0,8.0,,6.5  8.4,149,405,1.0,1.3,0.02,1.46,3,240,1100,2400,21,21
3716,"DAMDIAI STREAM, AIRFIELD,NEAR TUIRIAL WASTE 
MANAGEMENT CENTRE,AIZAWL DIST",MIZORAM,19.0,24.0,5.1,9.0,,7.7  8.4,119,320,1.0,1.6,0.02,0.86,,,,,,
3718,"CHITE STREAM, ARMED VENG, 
NEAR MINI SPORTS COMPLEX, AIZAWL",MIZORAM,20.0,24.0,1.5,7.1,,7.3  8.2,371,914,,1.2  29.0  0.02  18.00,,,2,1100,1600,2400,240,240
3719,"TUIRINI RIVER, SELING, SAITUAL DIST",MIZORAM,16.0,26.0,7.5,9.8,,6.8  8.0,93,217,1.0,1.5,0.02,1.30,,,,,,
3720,"TUIVAWL RIVER, KEIFANG VILLAGE, NEAR TUIVAWL 
BRIDGE,SAITUAL DIST",MIZORAM,16.0,26.0,6.8,9.9,,6.6  7.7,97,215,1.0,1.4,0.02,0.59,,,,,,
3721,"LAWIBUAL STREAM, 
I.T.I VENG, AIZAWL",MIZORAM,18.0,24.0,0.3,6.9,,5.6  8.2,166,855,,1.0  14.3  0.02,,8.20,3,210,2400,2400,,
3724,"CHALLUI STREAM, LENGPUI, AIZAWL DIST",MIZORAM,18.0,24.0,5.9,9.6,,6.7  8.1,104,259,1.0,1.6,0.02,1.14,,,,,,
3735,"MAT RIVER, DAWN VILLAGE, NEAR MAT 
BRIDGE,LUNGLEI DIST.",MIZORAM,15.0,26.0,,6.0  10.5  5.7  7.5,,,37,,1209  1.0,1.5,0.02,8.45,,,,,,
3740,"SAIKAH STREAM, LAWNGTLAI",MIZORAM,21.0,25.0,5.0,7.2,,6.5  7.6,60,479,1.0,1.5,0.02,1.55,,,,,,
3744,"CHHIMTUIPUI RIVER, KAWLCHAW,  NEAR CHHIMTUPUI 
BRIDGE, SAIHA DIST.",MIZORAM,15.0,34.0,6.0,8.9,,6.8  8.0,99,557,1.0,1.4,0.02,2.35,,,,,,
3746,"TUIKUM RIVER, 
NEAR PHE WATER TREATMENT PLANT, SERCHHIP",MIZORAM,14.0,25.0,5.7,8.2,,6.3  7.8,69,306,1.0,1.5,0.02,1.06,,,,,,
