0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
"Station 
Code",Monitoring Location,State Name,"Temperature 
(°C)",,"Dissolved 
Oxygen 
(mg/L)",,pH,,"Conductivity 
(µmho/cm)",,"BOD 
(mg/L)",,"Nitrate N 
(mg/L)",,"Fecal Coliform  
(MPN/100ml)",,"Total Coliform  
(MPN/100ml)",,"Fecal 
Streptococci 
(MPN/100ml)",
,,,Min,,Max  Min  Max  Min Max  Min,,,,,,Max  Min  Max  Min  Max,,,,"Min 
Max",,"Min 
Max",,"Min 
Max",
"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,,,,"> 5.0 
mg/L",,6.5 - 8.5,,,,"< 3.0 
mg/L",,,,"< 2500 MPN/ 100 
Ml",,,,"< 500 MPN/ 
100 Ml",
3203,"RIVER AMRAVATI AT VILLAGE DADHAL , TA 
ANKLESHWAR, BHARUCHNR RAILWAY BRIDGE, AT 
VILLAGE DHADHAL , TA: ANKLESHWAR, DIST BHARUCH",GUJARAT,27.0,34.0,4.6,7.3,,6.8  8.3,417,,2517  1.1,2.9,0.36,2.12,27,79,110,280,,
2666,"RIVER GOMAI  D/S. OF SHAHADA, VILLAGE- 
SHAHADA,TALUKA- DHULE,DISTRICT- DHULE.",MAHARASHTRA  17.0,,22.0,5.7,7.0,,7.5  7.9,413,,4899  2.8,4.0,1.73,2.71,4,8,45,68,2,2
2659,"RIVER BURAI  BEFORE CONFLUENCE TO TAPI RIVER, 
VILLAGE- MUKUDAS, TALUKA- DHULE, DISTRICT- DHULE.",MAHARASHTRA  16.0,,16.0,5.9,5.9,,7.4  7.4,411,411,3.2,3.2,2.64,2.64,4,4,45,45,2,2
2070,"RIVER KIM AT SAHOL BRIDGE, OLPAD HANSOT ROAD, 
DIST. SURATSAHOL, OLPAD HANSOT ROAD, SAHOL 
BRIDGE,SURAT",GUJARAT,23.0,32.0,5.0,7.1,,6.8  8.5,712,,3881  1.5,2.8,0.30,0.30,6,34,17,140,2,2
2127,"RIVER DENWA NEAR SARNI, ROAD BRIDGE","MADHYA 
PRADESH",18.0,30.0,7.1,7.6,,7.1  8.1,288,716,1.6,2.0,0.47,2.66,2,4,20,70,,
1252,"RIVER GIRNA AT JALGAON AT INTAKE OF GIRNA PUMP 
HUOSE, VILLAGE- GIRNA PUMP HOUSE AREA, TALUKA- 
JALGAON, DISTRICT- JALGAON.",MAHARASHTRA  20.0,,22.0,6.2,6.2,,7.3  7.9,556,686,3.0,3.0,2.82,3.95,4,4,40,46,2,2
1253,"RIVER GIRNA AT MALEGAON ROAD BRIDGE, VILLAGE. 
MALEGAON, TALUKA. MALEGAON, DISTRICT. NASHIK.",MAHARASHTRA  28.0,,28.0,5.9,7.2,,7.7  7.7,181,502,3.0,3.4,0.59,0.60,4,6,45,68,2,2
1907,"RIVER  RANGAVALI  AT D/S OF NAVAPUR NEAR 
RANGAVALI BRIDGE, VILLAGE- NAVAPUR, TALUKA- 
NAVAPUR, DISTRICT- NANDURBAR.",MAHARASHTRA  18.0,,22.0,5.2,6.8,,7.3  7.9,295,,1284  2.8,4.0,2.29,3.42,4,8,45,85,2,2
2674,"RIVER MOR  NEAR PADALASHE, VILLAGE- 
PADALASHE,TALUKA- JALGAON, DISTRICT- JALGAON.",MAHARASHTRA  24.0,,24.0,5.7,5.7,,7.7  7.7,245,245,3.8,3.8,2.42,2.42,4,4,58,58,2,2
2718,"RIVER WAGHUR AT- SAKEGAON BEFORE CONFLUENCE 
WITH TAPI RIVER, VILLAGE- SAKEGAON, TALUKA- 
JALGAON, DISTRICT- JALGAON.",MAHARASHTRA  20.0,,25.0,5.8,7.4,,7.9  7.9,555,,6174  3.0,3.4,0.36,3.12,4,4,40,68,2,2
2684,"RIVER PANZARA NEAR PANZARAKAN SSK LTD, VILLAGE- 
PANZARA,TALUKA- DHULE, DISTRICT- DHULE.",MAHARASHTRA  16.0,,20.0,5.9,7.1,,7.7  7.8,336,,1340  2.8,3.2,1.84,2.58,4,6,40,68,2,2
1913,"RIVER PURNA AT DHUPESHWAR AT U/S OF MALKAPUR 
WATER WORKS, MALKAPUR, DIST.AKOLA",MAHARASHTRA  22.0,,26.0,5.4,6.3,,7.8  8.3,715,,1139  3.0,4.5,0.32,6.46,13,43,110,220,2,2
2155,"RIVER PURNA AT D/S OF CONFLUENCE OF MORNA & 
PURNA RIVER AT ANDURA VILLAGE, VILLAGE-ANDURA, 
TALUKA- BALAPUR, DISTRICT - AKOLA.",MAHARASHTRA  22.0,,27.0,5.3,6.0,,7.9  8.3,872,,1216  3.2,4.8,0.32,8.54,17,41,120,280,2,2
2695,"RIVER PEDHI  NEAR ROAD BRIDGE AT DADHI- PEDHI 
VILLAGE, VILLAGE- DADHI- PEDHI, TALUKA- BHATKULI, 
DISTRICT- AMRAVATI.",MAHARASHTRA  20.0,,20.0,3.0,5.8,,7.8  8.4,710,,2025  3.2,7.0,0.00,7.10,17,33,110,240,2,2
2700,"RIVER PURNA  NEAR ACHALPUR- AMRAVATI ROAD 
BRIDGE, VILLAGE- ASEGAON,TALUKA- CHANDUR 
BAZAR, DISTRICT- AMRAVATI.",MAHARASHTRA  20.0,,20.0,5.1,6.2,,7.8  8.5,776,,6920  3.2,3.8,0.00,2.70,21,47,110,280,2,2
