0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
"Station 
Code",Monitoring Location,State Name,"Temperature 
(°C)",,"Dissolved 
Oxygen 
(mg/L)",,pH,,"Conductivity 
(µmho/cm)",,"BOD 
(mg/L)",,"Nitrate N 
(mg/L)",,"Fecal Coliform  
(MPN/100ml)",,"Total Coliform  
(MPN/100ml)",,"Fecal 
Streptococci 
(MPN/100ml)",
,,,Min,,Max  Min  Max  Min Max  Min,,,,,,Max  Min  Max  Min  Max,,,,"Min 
Max",,"Min 
Max",,"Min 
Max",
"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,,,,"> 5.0 
mg/L",,6.5 - 8.5,,,,"< 3.0 
mg/L",,,,"< 2500 MPN/ 100 
Ml",,,,"< 500 MPN/ 
100 Ml",
3948,RIVER INDRAVATI AT NAWARANGPUR,ODISHA,13.0,30.0,4.5,8.2,,6.7  7.8,90,192,1.1,1.8,0.32,3.77,78,13000,490,28000,,
30062,RIVER INDRAWATI AT NOWRANGPUR (ODISHA),ODISHA,26.0,30.0,7.5,7.6,,7.0  7.0,102,110,1.0,1.0,0.32,0.32,1300,1300,2200,2200,20,20
1854,"RIVER INDRAVATI  NELSONNAR,A/C OF DANTEWADA",CHHATTISGARH  27.0,,31.0,7.6,7.7,,7.4  7.4,,,1.8,2.0,0.00,0.00,,,22,28,,
1855,"RIVER INDRAVATI,PANDEMURGA B/C OF GODAVARI 
RIVER",CHHATTISGARH  27.0,,31.0,7.5,7.6,,7.4  7.5,,,2.0,2.3,0.00,0.00,,,28,34,,
3312,"RIVER KANHAN AT CHINDWARA BEFORE MIXING 
BOREGAON GROWTHCENTRE NALLA, JABALPUR","MADHYA 
PRADESH",20.0,31.0,7.1,7.2,,7.4  8.2,611,816,1.8,2.2,1.60,2.44,3,4,15,39,,
5537,"RIVER KANHAN NEAR MANDIR MAIN GHAT 
KHAPPADIWAR, CHHINDWARA","MADHYA 
PRADESH",19.0,31.0,7.1,7.8,,7.1  8.1,288,816,1.0,2.2,0.00,3.38,2,7,10,120,,
2170,"RIVER KANHAN AT U/S OF M/S VIDARBHA PAPER MILLS, 
VILLAGE- SINORA, TALUKA- PARSEONI, DISTRICT- 
NAGPUR.",MAHARASHTRA  19.0,,30.0,5.4,6.8,,7.2  8.6,906,,1411  3.0,3.5,0.30,2.73,14,43,110,350,2,2
2171,"RIVER KANHAN AT D/S OF M/S VIDARBHA PAPER MILLS,  
VILLAGE- SINORA, TALUKA- PARSEONI, DISTRICT- 
NAGPUR.",MAHARASHTRA  19.0,,30.0,5.1,6.6,,7.6  8.6,819,,1316  3.0,4.0,0.30,2.98,11,48,140,430,2,2
1909,"RIVER KANHAN AT D/S OF NAGPUR, VILLAGE- 
AGARGAON, TALUKA- KUHI, DISTRICT- NAGPUR.",MAHARASHTRA  16.0,,21.0,2.0,6.2,,7.5  8.4,730,,1756  3.0,9.8,0.30,2.93,14,43,110,280,2,2
