0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
"STN 
Code",Monitoring Location,State Name,"Temperature 
(°C)",,"Dissolved 
Oxygen 
(mg/L)",,pH,,"Conductivity 
(µmho/cm)",,"BOD 
(mg/L)",,"NitrateN 
(mg/L)",,"Fecal Coliform  
(MPN/100ml)",,"Total Coliform  
(MPN/100ml)",,"Fecal 
Streptococci 
(MPN/100ml)",
,,,Min,,Max  Min  Max  Min Max  Min,,,,,,Max  Min  Max  Min  Max,,,,"Min 
Max",,"Min 
Max",,"Min 
Max",
"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,,,,"> 5.0 
mg/L",,6.5 - 8.5,,,,"< 3.0 
mg/L",,,,"< 2500 MPN/ 100 
Ml",,,,"< 500 MPN/ 
100 Ml",
4728,RIVER RAIDAK AT ALIPURDUAR,WEST BENGAL,20.0,29.0,6.0,9.0,,7.3  7.9,110,179,1.1,2.4,0.30,0.30,800,3400,1700,17000,17,70
2241,"RIVER SONAI AT SONAI, ASSAM",ASSAM,21.0,25.0,5.0,5.6,,7.2  7.4,88,120,2.2,2.5,0.70,1.10,600,1100,1100,2000,210,290
2234,"RIVER RANGA NADI D/S OF HYDEL PROJECT, ASSAM",ASSAM,19.0,28.0,5.4,6.2,,6.9  8.0,122,168,2.0,2.6,0.60,1.40,300,730,730,1600,95,290
2034,RIVER RANGIT AT DAM SITE (NHPC),SIKKIM,10.0,23.0,8.0,8.6,,6.9  7.3,142,177,1.7,2.4,2.00,4.70,19,71,46,134,,
2035,RIVER RANGIT AT LEGSHIP,SIKKIM,13.0,23.0,7.9,9.8,,6.9  7.4,131,192,1.5,2.3,2.00,4.50,20,87,52,154,,
2036,RIVER RANGIT AT RESHI,SIKKIM,13.0,22.0,8.0,9.2,,6.7  7.3,148,181,1.8,2.3,2.00,5.00,23,82,56,140,,
2037,RIVER RANGIT AT JORETHANG,SIKKIM,15.0,23.0,8.0,9.2,,6.6  7.5,137,184,2.0,2.4,2.00,4.40,22,99,35,162,,
2038,RIVER RANGIT AT TRIVENI MELLI,SIKKIM,14.0,23.0,8.1,9.0,,6.7  7.5,139,179,2.0,2.5,2.00,4.30,32,100,56,172,,
5553,"RIVER RANGIT AT UPSTREAM OF DAM , RANGIT STAGE-
IV RESHI NHPC RESHI SORENG,DIST",SIKKIM,15.0,24.0,7.8,8.4,,6.9  7.3,51,89,1.8,2.2,2.00,4.50,30,84,63,125,,
5554,"RIVER RANGIT AT JORETHANG (MAJIGOAN), NAMCHI",SIKKIM,16.0,24.0,7.8,8.6,,6.7  7.3,25,97,1.9,2.4,,1.80  21.00,30,80,72,105,,
5555,"RIVER RANGIT AT MANPUR(BELOW INDUSTRIAL 
AREA),NAMCHI DIST SIKKIM",SIKKIM,15.0,23.0,7.8,8.4,,6.6  7.3,48,125,1.9,2.1,1.80,4.90,27,80,61,120,,
5556,"RIVER TEESTA AT MAMRING BELOW MAMRING 
BRIDGE,NAMCHI, DIST , SIKKIM",SIKKIM,15.0,23.0,3.5,8.9,,7.0  7.4,51,109,2.0,2.3,2.00,4.60,31,103,70,153,,
5557,"RIVER TEESTA AT BARDANG BELOW ATTC, PAKYONG 
DIST",SIKKIM,16.0,24.0,7.9,9.0,,6.8  7.2,54,115,1.9,2.3,2.00,4.30,35,94,67,112,,
1805,"RIVER AFTER CONFLUENCE OF RANICHU AND 
RORACHU AT RANIPOOL",SIKKIM,14.0,24.0,7.8,9.0,,6.7  7.4,121,180,2.1,2.6,1.60,4.80,34,105,45,187,,
1806,"RIVER RANICHU BEFORE CONFLUENCE WITH TEESTA 
AT SINGTAM, SIKKIM",SIKKIM,15.0,23.0,8.1,9.1,,6.6  7.5,119,181,2.0,2.5,,1.60  25.00,22,100,54,170,,
1802,"RIVER DIKCHU BEFORE CONFLUENCS WITH RIVER  
TEESTA NEAR NHPC HYDROELECTRIC POWER 
PROJECT DIKCHU",SIKKIM,8.0,18.0,7.8,9.1,,6.6  7.4,105,190,1.7,2.3,1.50,4.10,31,76,54,155,,
5281,RIVER RANGPO U/S DAM SITE,SIKKIM,15.0,22.0,8.1,8.8,,6.7  7.4,149,172,1.9,2.4,2.00,4.50,32,70,67,120,,
5282,RIVER RANGPO D/S DAM SITE,SIKKIM,14.0,23.0,8.0,8.7,,6.7  7.5,157,171,2.0,2.3,2.10,4.70,28,100,64,149,,
5283,RIVER RONGLI U/S DAM SITE,SIKKIM,14.0,22.0,8.0,8.5,,6.6  7.4,129,159,2.0,2.4,2.00,4.60,30,102,69,189,,
5284,RIVER RONGLI D/S DAM SITE,SIKKIM,14.0,22.0,8.0,8.6,,6.6  7.3,99,139,2.0,2.3,2.10,4.80,28,105,71,134,,
5285,"RIVER RANGPO AT POWER HOUSE D/S OF GATI 
INFRASTRUCTURE PVT. LTD.",SIKKIM,14.0,22.0,8.0,8.7,,6.6  7.3,35,127,1.7,2.1,2.00,5.10,21,88,61,165,,
5286,"RIVER RANGPO AT U/S OF RORATHANG BAZAR (ABOVE 
SWISS GARNIER)",SIKKIM,13.0,21.0,7.5,8.8,,6.5  7.3,34,148,1.5,2.2,1.80,5.20,24,120,79,200,,
5287,RIVER RANGPO AT D/S OF RORATHANG BRIDGE,SIKKIM,13.0,22.0,7.9,8.7,,6.7  7.3,32,112,1.6,2.4,1.80,4.50,29,123,52,173,,
5288,RIVER RANGPO AT D/S OF PHARMA PLANT KUMREK,SIKKIM,13.0,22.0,7.0,8.4,,6.7  7.4,33,135,2.0,2.3,2.00,4.60,36,100,67,168,,
5289,"RIVER RANGPO AT D/S OF POWER HOUSE OF MADHYA 
BHARAT",SIKKIM,15.0,23.0,7.3,8.4,,6.7  7.5,34,132,2.0,2.5,1.90,4.40,32,112,79,175,,
