0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
"Station 
Code",Monitoring Location,State Name,"Temperature 
(°C)",,"Dissolved 
Oxygen 
(mg/L)",,pH,,"Conductivity 
(µmho/cm)",,"BOD 
(mg/L)",,"Nitrate N 
(mg/L)",,"Fecal Coliform  
(MPN/100ml)",,"Total Coliform  
(MPN/100ml)",,"Fecal 
Streptococci 
(MPN/100ml)",
,,,Min,,Max  Min  Max  Min Max  Min,,,,,,Max  Min  Max  Min  Max,,,,"Min 
Max",,"Min 
Max",,"Min 
Max",
"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,,,,"> 5.0 
mg/L",,6.5 - 8.5,,,,"< 3.0 
mg/L",,,,"< 2500 MPN/ 100 
Ml",,,,"< 500 MPN/ 
100 Ml",
3020,"RIVER BHAVANI AT U/S OF KALINGARAYAN CANAL (B5), 
ERODE, TAMILNADU",TAMIL NADU,29.0,37.0,5.2,6.7,,7.7  8.6,336,955,1.0,3.0,0.32,2.63,8,21,20,48,,
3021,"RIVER BHAVANI AT D/S OF KALINGARAYAN CANAL (B10), 
ERODE, TAMILNADU",TAMIL NADU,28.0,37.0,5.7,6.7,,7.8  8.8,341,947,1.0,2.7,0.32,0.89,11,22,21,49,,
,"1893  RIVER YAGACHI NEAR PUMPING STATION, HASSAN CITY",KARNATAKA,23.0,28.0,5.0,7.1,,7.4  8.3,220,590,2.0,3.0,0.20,0.87,110,470,920,3500,11,17
1199,"RIVER HEMAVATHI AT D/S OF HOLENARASIPURA TOWN 
AT RAMADEV WEIR",KARNATAKA,22.0,27.0,6.4,7.7,,7.4  8.2,120,280,2.0,2.2,0.30,0.63,70,120,540,1100,,
1166,"RIVER SHIMSHA AT D/S OF BRIDGE, HALAGUR",KARNATAKA,21.0,27.0,5.3,6.5,,7.8  8.6,568,737,2.5,4.5,1.20,4.80,140,390,1500,4300,,
1200,"RIVER SHIMSHA AT D/S OF HIGHWAY BRIDGE, YEDIYUR",KARNATAKA,23.0,31.0,2.1,6.3,,6.7  7.4,194,578,,4.0  18.0  0.60,,7.00,40,17000,350,160000,11,920
3567,RIVER SHIMSHA D/S NEAR MADDUAR TOWN,KARNATAKA,23.0,30.0,4.6,6.4,,7.8  8.6,622,740,2.5,5.0,2.30,3.50,150,400,1500,3500,,
3022,"RIVER THIRUMANIMUTHAR AT SALEM, D/S OF SAGO & 
TEXTILE DYING INDUSTRIES, TAMILNADU",TAMIL NADU,25.0,32.0,0.3,5.2,,7.0  7.9,1075,,2250  2.1  27.0  0.32,,,1.36,7,21000,14,47000,,
3023,"RIVER VASISTA AT THULUKANNUR AT SALEM, D/S OF 
SAGO INDUSRIES EFFLUENT, TAMILNADU",TAMIL NADU,26.0,31.0,0.3,6.0,,6.9  8.0,878,,2350  2.7  120.0 0.32,,,4.43,9,390000,20,470000,,
1319,"RIVER AMRAVATI AT 1KM D/S FROM EFF.DIS. PT. AT 
MADHUTHUKKULAM",TAMIL NADU,22.0,32.0,5.2,7.5,,7.0  8.1,84,395,1.0,2.4,0.32,0.82,2,17,11,39,,
4812,"RIVER LOCATED ON THE SOUTHERN BANK OF 
AMARAVATHI AND DOWNSTREAM SIDE OF KARUR 
DYEING CLUSTER",TAMIL NADU,3.0,31.0,5.2,6.7,,7.3  8.2,2612,,3550  1.0,3.0,0.32,2.69,2,17,2,49,,
4813,"RIVER LOCATED ADJACENT TO KARU MSW DUMP SITE 
AND ON THE NORTHERN BANK OF AMARAVATHI AND 
DOWNSTREAM SIDE OF KARU DYEING CLUSTER",TAMIL NADU,25.0,34.0,5.5,6.8,,7.1  7.9,1769,,2850  1.0,2.8,0.32,3.52,4,40,17,540,,
1165,RIVER ARKAVATHI AT D/S OF KANAKAPURA TOWN,KARNATAKA,25.0,35.0,3.2,7.0,,6.7  7.9,499,,1520  4.0  18.0  1.90,,,5.80,40,15000,540,160000,70,2400
,2778  RIVER ARKAVATHI AT TIPPAGONDANAHALLI RESERVOIR,KARNATAKA,25.0,31.0,1.8,6.1,,6.6  8.1,664,,2082  4.0  21.0  2.00  16.00,,,,31,84000,140,920000,23,1600
2779,RIVER ARKAVATHI AT HESARAGHATTA RESERVOIR,KARNATAKA,24.0,27.0,0.3,6.1,,6.0  7.1,280,976,,4.0  72.0  0.90,,3.74,14,4900,170,35000,,
4108,RIVER AKRAVATHI BEFORE CONFLUENCE AT SANGAM,KARNATAKA,25.0,36.0,3.1,6.3,,6.7  8.2,396,,1418  4.0  20.0  1.70,,,5.00,21,11000,110,160000,,
41,RIVER KABINI AT CAUSE WAY SATTUR,KARNATAKA,20.0,29.0,5.1,6.9,,7.7  8.3,197,555,2.0,4.0,0.32,3.20,110,220,1100,1700,,
1197,RIVER KABINI AT SARAGUR VILLAGE D/S,KARNATAKA,22.0,30.0,5.6,6.8,,7.4  8.4,152,360,2.0,4.0,0.30,2.10,93,320,1100,1700,,
1207,"RIVER KABANI AT MUTHANKARA, WAYANAD",KERALA,24.0,32.0,6.1,7.7,,6.5  7.3,65,169,1.0,1.2,0.30,0.30,8,130,22,150,2,58
1445,"RIVER KABINI AT WATER INTAKE OF KIADB AT 
NANJANGUD",KARNATAKA,19.0,29.0,6.3,7.3,,7.8  8.4,159,358,1.0,3.0,0.32,2.30,65,120,700,1200,,
2775,"RIVER KABINI AT BATHING GHAT, NANJANAGUD",KARNATAKA,19.0,30.0,5.0,6.6,,7.6  8.6,259,555,3.0,4.5,0.30,4.20,150,390,1500,2400,,
3575,"RIVER KABINI U/S INTAKE POINT TO NANJANAGUD & 
GUNDLUPET AT DEBUR",KARNATAKA,19.0,30.0,5.8,7.2,,7.7  8.4,174,460,1.0,3.5,0.30,2.90,93,320,1100,2300,,
,,,,,,,,,,,,,,,,,,,,
