0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
"Station 
Code",Monitoring Location,State Name,"Temperature 
(°C)",,"Dissolved 
Oxygen 
(mg/L)",,pH,,"Conductivity 
(µmho/cm)",,"BOD 
(mg/L)",,"Nitrate N 
(mg/L)",,"Fecal Coliform  
(MPN/100ml)",,"Total Coliform  
(MPN/100ml)",,"Fecal 
Streptococci 
(MPN/100ml)",
,,,Min,,Max  Min  Max  Min Max  Min,,,,,,Max  Min  Max  Min  Max,,,,"Min 
Max",,"Min 
Max",,"Min 
Max",
"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,,,,"> 5.0 
mg/L",,6.5 - 8.5,,,,"< 3.0 
mg/L",,,,"< 2500 MPN/ 100 
Ml",,,,"< 500 MPN/ 
100 Ml",
2724,"RIVER SUSWA AT MATHURAWALA, DEHRADUN",UTTARAKHAND  15.0,,24.0,1.4,4.0,,6.8  7.8,321,,601  20.0  34.0  0.33,,,0.53,1400,28000,1600,160000,540,16000
2734,"RIVER BHELLA U/S OF KASHIPUR,US NAGAR",UTTARAKHAND  13.0,,30.0,5.6,7.7,,7.2  7.8,181,316,2.0,3.0,0.35,0.83,130,540,170,920,46,210
2735,"RIVER BHELLA D/S OF LOHIYA BRIDGE  KASHIPUR,US 
NAGAR",UTTARAKHAND  13.0,,32.0,1.4,4.4,,6.7  7.7,216,,636  12.0  28.0  0.37,,,1.15,240,920,540,1600,94,350
2732,"RIVER DHELLA U/S AT KASHIPUR MORADABAD ROAD 
BRIDGE,US NAGAR",UTTARAKHAND  13.0,,34.0,6.0,7.6,,6.8  7.9,236,596,2.6,3.0,0.34,0.82,220,920,280,1600,47,130
2733,"RIVER DHELLA D/S AT THAKURDWARA ALIGANJ 
ROAD,US NAGAR",UTTARAKHAND  12.0,,33.0,1.2,4.1,,7.0  7.7,298,,1254  14.0  38.0  0.39,,,1.29,350,1600,540,1600,70,220
30004,RIVER DHELA AT ADAMPUR,UTTARAKHAND  20.6,,32.0,4.5,8.3,,7.1  7.8,238,813,1.0,7.1,0.32,0.37,13000,130000,70000,490000,,
2731,"RIVER KOSI AT KASHIPUR BAJPUR ROAD 
BRIDGE,KASHIPUR,US NAGAR",UTTARAKHAND  13.0,,31.0,6.8,7.8,,7.4  7.9,211,628,2.0,3.8,0.33,0.66,120,280,170,350,17,84
30002,"RIVER KOSI AT DADIYAL BRIDGE, UTTRAKHAND",UTTARAKHAND  21.0,,30.2,6.2,8.8,,7.5  7.6,295,714,1.0,2.8,0.32,0.90,7800,330000,13000,790000,,
2728,RIVER GOLA AT HALDWANI,UTTARAKHAND  13.0,,23.0,7.4,8.8,,7.3  8.2,230,280,1.4,2.4,0.32,0.40,63,170,84,210,4,13
2729,RIVER KICHHA AT KICHHA U.S. NAGAR,UTTARAKHAND  12.0,,32.0,5.0,7.0,,7.2  7.9,265,672,3.0,7.8,0.00,0.88,170,540,280,920,48,150
30003,RIVER KICCHA AT PULL BHATTA,UTTARAKHAND  20.2,,30.9,0.3,6.2,,7.6  7.9,380,,1030  7.5  13.0  0.32,,,1.74,2300,170000,7900,1300000,,
2730,"RIVER PILKHAR AT BILASPUR, RAMPUR,US NAGAR",UTTARAKHAND  12.0,,31.0,2.4,7.2,,7.2  7.8,221,918,,2.0  12.0  0.33,,0.97,220,920,350,1600,79,170
30000,"RIVER PILKHAR AT RAMPUR, BHOT(U.P)","UTTAR 
PRADESH",21.0,31.6,6.5,8.3,,7.5  8.0,121,745,1.0,2.4,0.32,0.98,4500,130000,7800,490000,,
30001,"RIVER BAHELA AT BADLI VILLAGE LOHIYA BRIDGE , 
TANDA (U.P.)","UTTAR 
PRADESH",20.3,31.2,0.3,8.9,,6.2  7.8,217,715,,1.4  145.0 0.32,,0.37,200,1300000,780,9200000,,
2736,"RIVER NANDOUR U/S AT SITARGANJ INDUSTRIAL AREA, 
US NAGAR",UTTARAKHAND  12.0,,31.0,7.2,9.2,,7.5  7.9,165,220,1.6,2.2,0.35,0.49,210,540,350,920,63,170
2737,"RIVER NANDOUR D/S AT SITARGANJ INDUSTRIAL AREA, 
US NAGAR",UTTARAKHAND  12.0,,32.0,6.9,8.6,,7.4  7.9,183,336,2.4,3.0,0.36,0.84,350,1600,920,1700,94,920
3438,"RIVER KALYANI  U/S OF  PANTNAGAR INDUSRIAL AREA, 
US NAGAR",UTTARAKHAND  13.0,,30.0,5.0,7.2,,7.1  7.8,322,482,2.4,3.0,0.34,0.55,220,920,350,1600,79,540
3439,"RIVER KALYANI  D/S OF PANTNAGAR INDUSTRIAL AREA, 
US NAGAR",UTTARAKHAND  12.0,,33.0,1.6,4.4,,6.8  7.5,396,,625  12.0  30.0  0.35,,,1.47,540,1600,920,1700,170,540
30077,"RIVER RAMGANGA AT ROAD BRIDGE  SHERKOT, 
DIST.BIJNAUR (U.P.)","UTTAR 
PRADESH",22.0,30.2,6.5,9.1,,7.2  7.9,221,730,1.0,3.4,0.32,0.36,2,49000,2,330000,2,2
