0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
"Station 
Code",Monitoring Location,State Name,"Temperature 
(°C)",,"Dissolved 
Oxygen 
(mg/L)",,pH,,"Conductivity 
(µmho/cm)",,"BOD 
(mg/L)",,"Nitrate N 
(mg/L)",,"Fecal Coliform  
(MPN/100ml)",,"Total Coliform  
(MPN/100ml)",,"Fecal 
Streptococci 
(MPN/100ml)",
,,,Min,,Max  Min  Max  Min Max  Min,,,,,,Max  Min  Max  Min  Max,,,,"Min 
Max",,"Min 
Max",,"Min 
Max",
"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,,,,"> 5.0 
mg/L",,6.5 - 8.5,,,,"< 3.0 
mg/L",,,,"< 2500 MPN/ 100 
Ml",,,,"< 500 MPN/ 
100 Ml",
1085,RIVER DHAMRA AT DHAMRA,ODISHA,20.0,30.0,6.0,9.6,,6.6  8.1,410,34030  1.1,,1.9,0.32,0.88,45,1300,330,4700,,
3168,"RIVER HASDEO DOWN STREAM OF HASDEO RIVER 
NEAR VILLAGE URGA  KORBA",CHHATTISGARH  24.7,,26.3,7.0,8.0,,7.2  7.7,158,,1722  1.0,2.4,0.69,1.16,14,40,49,170,,
3889,RIVER ONG AT DHARUAKHAMMA,ODISHA,24.0,30.0,,5.6  10.1  7.8  8.5,,,190,340,1.1,1.6,0.32,0.81,33,790,94,2400,,
4993,HUKITOLA,ODISHA,27.0,30.0,4.7,6.5,,8.0  8.3,,,1.0,1.0,0.00,0.00,2,2,,,,
5532,RIVER GOBARI  AT  JAMBO,ODISHA,25.0,32.5,4.1,7.6,,7.1  7.8,300,42600  1.2,,1.4,0.32,1.27,78,2300,330,4900,,
5533,RIVER HANSUA AT  BARUNEI,ODISHA,25.2,32.2,5.1,7.7,,7.3  8.4,176,40570  1.2,,1.4,0.32,1.72,45,1300,330,3500,,
5534,RIVER PATSALA  AT  GUPTI,ODISHA,25.0,33.4,4.9,7.1,,6.8  7.9,295,42210  1.2,,2.2,0.32,2.90,45,1300,330,3500,,
5535,"RIVER DHAMRA,  KALIBHANJADIA",ODISHA,25.2,32.0,4.5,7.6,,7.1  8.0,,1384  41900  1.2,,1.9,0.32,1.51,20,1300,130,3500,,
5536,RIVER BHITARAKANIKA AT DANGAMALA,ODISHA,25.0,33.1,4.8,6.2,,6.9  8.1,365,36540  1.1,,2.5,,0.32  31.02,130,3300,330,7900,,
