0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
"Station 
Code",Monitoring Location,State Name,"Temperature 
(°C)",,"Dissolved 
Oxygen 
(mg/L)",,pH,,"Conductivity 
(µmho/cm)",,"BOD 
(mg/L)",,"Nitrate N 
(mg/L)",,"Fecal Coliform  
(MPN/100ml)",,"Total Coliform  
(MPN/100ml)",,"Fecal 
Streptococci 
(MPN/100ml)",
,,,Min,,Max  Min  Max  Min Max  Min,,,,,,Max  Min  Max  Min  Max,,,,"Min 
Max",,"Min 
Max",,"Min 
Max",
"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,,,,"> 5.0 
mg/L",,6.5 - 8.5,,,,"< 3.0 
mg/L",,,,"< 2500 MPN/ 100 
Ml",,,,"< 500 MPN/ 
100 Ml",
2228,"GELA BEEL AT DERGAON, ASSAM",ASSAM,20.0,30.0,5.0,9.6,,6.8  7.5,122,150,2.0,2.7,0.60,1.50,300,730,910,1500,120,240
4719,RIVER TORSA D/S OF GHUGHUMARI,WEST BENGAL,15.0,28.0,6.3,8.9,,7.0  7.9,83,155,1.0,2.8,0.30,0.66,1300,30000,3000,160000,14,140
4724,RIVER TORSA AT HASIMARA,WEST BENGAL,18.0,27.0,7.3,8.9,,7.2  7.8,60,131,1.0,2.7,0.30,0.49,2300,5000,7000,30000,12,1600
2238,"RIVER BEKI AT NH-37 CROSSING AT BARPETA ROAD, 
ASSAM",ASSAM,16.0,30.0,5.3,5.6,,6.8  7.6,138,168,2.0,2.7,0.70,2.10,360,730,1100,1500,120,240
3108,RIVER BERENG AT CHOWKHAM,"ARUNACHAL 
PRADESH",15.3,27.6,0.4,8.9,,7.4  8.8,105,204,1.0,1.0,0.00,0.00,,,,,,
1527,"RIVER BHOGDOI AT JORHAT , ASSAM",ASSAM,21.0,33.0,5.2,8.5,,6.6  7.3,140,258,1.9,2.5,0.60,1.40,360,910,910,2000,140,340
3769,"RIVER BHOGDOI (PUJADUBI GHAT) INTAKE POINT OF 
URBAN WATER SUPPLY, JORHAT",ASSAM,21.0,33.0,6.0,8.0,,6.6  7.7,138,228,1.6,2.8,0.60,1.40,300,730,700,1100,110,280
1258,"RIVER JHANJI AT N.H. CROSSING JORHAT, ASSAM",ASSAM,19.0,32.0,5.5,8.1,,6.6  7.4,110,132,2.1,2.6,0.60,1.40,300,360,720,2100,110,340
,"2063  RIVER JIA BHARALI AT BISWANATH CHARALI, SONITPUR",ASSAM,18.0,25.0,6.8,7.0,,7.0  7.5,126,142,2.0,2.5,0.70,1.80,360,730,910,2000,120,290
2239,"RIVER SANKOSH DHUBRI, ASSAM",ASSAM,21.0,33.0,5.2,5.4,,6.9  7.7,126,152,2.0,2.5,0.60,1.80,300,910,620,2000,96,290
2890,SANUO RU BELOW NEW SECRETARIAT,NAGALAND,17.4,26.1,6.3,7.5,,6.5  9.0,152,754,1.4,2.0,0.30,4.80,,,,,,
2233,"RIVER BOGINADI NEAR BRIDGE NH-52, LAKHIMPUR, 
ASSAM",ASSAM,19.0,32.0,5.5,6.3,,7.2  7.9,112,136,2.0,2.4,0.50,2.00,620,930,1300,2000,210,290
3372,"RIVER RILANG AT MAWKYRWAT,",MEGHALAYA,14.0,19.0,7.3,8.8,,6.8  7.2,30,39,1.0,1.1,0.32,0.41,2,2,24,64,2,2
3377,RIVER MYNTANG AT NARTIANG,MEGHALAYA,12.0,20.0,6.6,8.2,,6.8  7.1,34,45,1.3,2.3,0.32,5.37,2,48,230,540,2,14
3378,RIVER MYNTANG AT MYNSO,MEGHALAYA,10.0,20.0,7.1,8.7,,6.7  7.1,36,46,1.0,1.5,0.34,5.41,2,6,23,49,2,2
3380,RIVER DAMRING (KRISHNAI RIVER) AT RESUBELPARA,MEGHALAYA,15.0,22.0,7.0,7.9,,6.9  7.6,58,76,1.3,2.1,0.32,0.50,12,63,350,700,2,21
3381,"RIVER MANDA (DUDHNOI RIVER) AT JAMGE,",MEGHALAYA,15.0,22.0,6.6,7.6,,6.6  6.9,60,74,1.5,2.5,0.32,0.54,23,120,310,790,2,30
3382,RIVER MANDA (DUDHNOI RIVER) AT WAGEASI,MEGHALAYA,15.0,22.0,7.0,7.6,,7.0  7.5,57,77,1.5,2.3,0.32,0.45,12,110,310,630,2,27
2050,"RIVER TLAWNG  MID STREAM, REIEK KAI, AIZAWL,U/S 
OF TLAWNG BRIDGE",MIZORAM,19.0,25.0,5.1,8.2,,7.3  8.4,102,367,1.0,1.3,0.02,0.57,2,150,210,2400,17,17
2051,"RIVER TLAWNG MID STREAM, REIEK KAI, AIZAWL,D/S OF 
TLAWNG BRIDGE",MIZORAM,19.0,25.0,5.3,8.4,,7.3  8.3,110,364,1.0,1.5,0.02,0.60,2,150,210,2400,17,17
2053,"RIVER TUIRIAL  MID STREAM, TUIRIAL VILLAGE,D/S OF 
TUIRIAL BRIDGE",MIZORAM,19.0,24.0,4.2,8.3,,6.7  8.4,145,428,1.0,1.2,0.02,1.08,3,240,1100,2400,21,21
