0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
"Station 
Code",Monitoring Location,State Name,"Temperature 
(°C)",,"Dissolved 
Oxygen 
(mg/L)",,pH,,"Conductivity 
(µmho/cm)",,"BOD 
(mg/L)",,"Nitrate N 
(mg/L)",,"Fecal Coliform  
(MPN/100ml)",,"Total Coliform  
(MPN/100ml)",,"Fecal 
Streptococci 
(MPN/100ml)",
,,,Min,,Max  Min  Max  Min Max  Min,,,,,,Max  Min  Max  Min  Max,,,,"Min 
Max",,"Min 
Max",,"Min 
Max",
"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,,,,"> 5.0 
mg/L",,6.5 - 8.5,,,,"< 3.0 
mg/L",,,,"< 2500 MPN/ 100 
Ml",,,,"< 500 MPN/ 
100 Ml",
3128,"RIVER SONE AT NASIRIGANJ DAM, ROHTAS",BIHAR,15.0,33.0,7.5,9.2,,7.4  8.2,143,359,1.0,3.0,0.30,0.30,1300,92000,2300,160000,,
4298,"RIVER SONE AT ROAD BRIDGE-DEHRI-ON-SONE, 
ROHTAS",BIHAR,10.0,30.0,7.5,8.9,,7.4  8.1,137,341,1.0,2.1,0.30,0.30,1100,28000,1700,35000,,
2556,"RIVER SONE AT INDRAPURI DAM, DEHRI ON SONE, 
ROHTAS",BIHAR,14.0,31.0,7.6,9.5,,7.5  8.1,126,302,1.0,2.5,0.30,0.30,1300,17000,2300,28000,,
4407,"RIVER SONE AT WATER INTAKE POINT BHARTIYA RAIL 
BIJALI CO. LTD (BRBCL) NAVINAGAR, AURANGABAD",BIHAR,13.0,33.0,7.5,8.5,,7.3  8.1,144,225,1.0,2.6,0.30,0.30,780,35000,2300,92000,,
3121,"RIVER SONE AT BANJARI  NEAR BANJARI NEAR SUN 
TEMPLE KALYANPUR, ROHTAS",BIHAR,15.0,30.0,7.0,9.2,,7.4  8.1,127,318,1.0,2.1,0.30,0.30,790,35000,1300,92000,,
30081,"RIVER SONE AT ROAD BRIDGE CHOPAN,DIST-
SONEBHADRA (U.P.)","UTTAR 
PRADESH",21.0,27.2,,7.0  10.7  7.3  8.3,,,200,358,1.0,1.0,0.32,0.32,2,17000,2,33000,2,2
30082,"RIVER SONE UPSTREAM TOWARDS DEORA, DIST- 
SINGRAULI (M. P.)","MADHYA 
PRADESH",21.5,27.3,,7.4  10.9  7.3  8.0,,,254,324,1.0,2.3,0.32,0.32,2,4500,2,7800,2,2
4604,"RIVER RIVER SONE AT VILLAGE- KHAIRPUR,(KUDHERI) 
M.P- U.P.BOUNDARY, DISTT SIDHI","MADHYA 
PRADESH",19.6,29.1,7.0,7.5,,7.7  7.9,290,372,1.3,1.5,0.50,0.95,2,2,41,46,2,2
3834,"RIVER SONE AT CHITAWAL NEAR ROAD BRIDGE 
CHITRANGI, DIST 
SINGROULI","MADHYA 
PRADESH",24.0,27.3,5.8,8.9,,7.5  8.4,265,680,1.6,7.0,0.00,3.99,2,2,50,78,,
3836,"RIVER SONE ON KACHAN DAM NEAR IMILYA NORTH 
COAL MINES VILL MAJHOULI, DIST SINGROULI","MADHYA 
PRADESH",25.0,28.2,5.5,7.1,,7.5  7.5,255,306,1.1,1.9,0.00,0.00,,,,,,
3851,"RIVER SONE NEAR BHANVARSEN ROAD BRIDGE AFTER 
CONFLUENCE OF BANAS RIVER, DIST SIDHI","MADHYA 
PRADESH",18.5,29.5,7.3,7.9,,7.7  7.9,302,332,1.2,1.6,0.44,0.64,2,2,46,70,2,2
3329,"RIVER SONE AT CHURHAT,DISTT.SIDHI","MADHYA 
PRADESH",18.6,31.1,7.0,7.6,,7.8  8.0,208,326,1.0,1.8,0.45,0.83,2,18,43,49,2,2
3852,"BANSAGAR CANAL AT SON RIVER, WATER SAMPLE AT 
BAGHWAR VILLAGE, NEAR TOL PLAZA, DIST SIDHI","MADHYA 
PRADESH",20.0,29.3,7.1,7.8,,7.6  8.0,226,388,1.1,1.6,0.37,0.95,2,2,34,58,2,2
1612,"RIVER SONE AT DEVLOAD OUT LET OF BANSAGAR DAM, 
M.P","MADHYA 
PRADESH",23.4,30.5,6.7,8.1,,7.2  7.9,189,378,1.0,1.5,0.32,1.12,2,2,3,50,2,2
1371,"RIVER SONE AT AMLAI, M.P.","MADHYA 
PRADESH",23.5,30.4,6.6,8.1,,7.0  8.4,205,413,1.0,1.8,0.32,1.30,2,2,27,73,2,2
3846,"RIVER SONE AT JARWAHI NEAR ROAD BRIDGE, 
SHAHDOL","MADHYA 
PRADESH",23.4,30.5,6.7,9.2,,7.2  8.2,206,,2164  1.0,1.8,0.32,0.44,2,2,31,70,2,2
3327,"RIVER SONE AT BHATURAGHAT NEAR ROAD BRIDGE, 
AMLAI","MADHYA 
PRADESH",23.4,30.4,6.6,7.6,,6.9  8.3,204,515,1.2,1.6,0.38,1.05,2,2,41,73,2,2
1142,"RIVER SONE AT CHACHAI, M.P.","MADHYA 
PRADESH",23.4,30.4,6.7,8.2,,7.3  8.2,203,426,1.0,1.7,,0.32  14.82,2,2,27,84,2,2
1610,"RIVER SONE AT ORIGIN AMARKANTAK, M.P","MADHYA 
PRADESH",23.4,29.5,6.6,7.8,,6.5  8.0,136,197,1.0,1.2,0.32,0.32,2,2,2,6,2,2
3835,"GOPAD AT NIGARI, SARAI DIST, SINGROULI","MADHYA 
PRADESH",25.0,26.0,7.0,7.1,,7.5  7.6,240,250,1.8,1.9,0.00,0.00,,,,,,
