0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
"Station 
Code",Monitoring Location,State Name,"Temperature 
(°C)",,"Dissolved 
Oxygen 
(mg/L)",,pH,,"Conductivity 
(µmho/cm)",,"BOD 
(mg/L)",,"Nitrate N 
(mg/L)",,"Fecal Coliform  
(MPN/100ml)",,"Total Coliform  
(MPN/100ml)",,"Fecal 
Streptococci 
(MPN/100ml)",
,,,Min,,Max  Min  Max  Min Max  Min,,,,,,Max  Min  Max  Min  Max,,,,"Min 
Max",,"Min 
Max",,"Min 
Max",
"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,,,,"> 5.0 
mg/L",,6.5 - 8.5,,,,"< 3.0 
mg/L",,,,"< 2500 MPN/ 100 
Ml",,,,"< 500 MPN/ 
100 Ml",
1846,"RIVER KHAROON B/C KHAPRI NAHLA RAIPUR 
ROAD,CHHATTISGARH",CHHATTISGARH  2.6,,29.0,2.2,7.2,,7.3  8.0,400,,4120  1.8  10.0  0.43,,,4.03,,,210,11100,,
1847,,"RIVER KHAROON A/C KHAPRI NAHLA,CHHATTISGARH  CHHATTISGARH  2.4",,29.0,4.0,7.2,,7.1  7.9,400,539,,2.0  12.0  0.43,,2.26,,,220,1100,,
1853,"RIVER KHAROON AT VILLAGE BENDRI, NEAR WATER 
SUPPLY INTAKEWELL",CHHATTISGARH  22.0,,32.0,6.2,6.9,,7.1  7.6,194,482,2.1,2.9,0.00,0.00,,,56,80,,
1105,"RIVER HASDEO UP STREAM OF HASDEO BANGO HYDEL 
POWER STATION STATION MACHADOLI KORBA",CHHATTISGARH  24.1,,26.2,0.3,8.6,,7.2  7.4,126,,1326  1.0,1.2,0.37,0.53,4,22,24,49,,
1106,RIVER HASDEO AT U/S OF CHAMPA CHHATTISGARH,CHHATTISGARH  20.1,,33.0,6.0,7.2,,7.2  8.0,160,374,1.8,3.1,2.20,4.40,12,170,28,630,,
3165,"RIVER HASDEO 100 METER DOWNSTREAM AFTER 
CONFLUENCE OF DENGUR NALLAH NERA C.S.E.B. EAST 
GUEST HOUSE, KORBA, CHHATISGARH.",CHHATTISGARH  24.5,,26.2,7.2,8.0,,7.2  7.6,149,,1524  1.0,1.8,0.61,1.10,13,37,34,150,,
3169,"RIVER HASDEO AT DRINKING WATER INTANK WELL OF 
MUNICIPAL CO. KORBA (BEFORE TREATMENT ) AT 
LOHADIA VILLAGE,",CHHATTISGARH  24.5,,26.2,7.2,7.8,,7.1  7.5,136,,1442  1.0,1.6,0.47,0.93,9,25,21,58,,
3170,"RIVER  HASDEO DRINKING WATER INTAKE WELL OF 
MUNICIPAL CO. KORBA AFTER TREATMENT PLANT AT 
VILLAGE  KOHADIA KORBA",CHHATTISGARH  24.7,,26.3,7.6,8.2,,7.2  7.5,141,,1565  1.0,1.0,0.44,0.82,2,4,2,22,,
1267,RIVER IB AT SUNDARGARH,ODISHA,22.0,32.0,5.4,8.1,,6.5  7.8,107,180,1.1,1.9,0.32,0.83,45,1700,330,3500,,
1268,RIVER IB AT JHARSUGUDA (INTAKE),ODISHA,18.0,32.0,7.8,8.6,,6.8  8.3,98,333,1.1,1.5,0.32,1.37,230,1700,940,3500,,
1269,RIVER IB AT BRAJARAJNAGAR (INTAKE) D/S,ODISHA,17.0,33.0,7.6,8.2,,6.7  8.5,115,338,1.4,1.8,0.32,1.09,130,1700,790,4900,,
1300,RIVER IB AT BRAJARAJNAGAR U/S,ODISHA,18.0,33.0,7.6,8.2,,6.8  8.2,120,265,1.1,1.9,0.32,1.38,110,790,490,2400,,
2409,"RIVER SERUA AT CUTTACK FD/S (SERUA) AT 
SANKHATRASA",ODISHA,22.0,30.0,6.3,8.6,,7.2  8.5,149,280,1.1,3.9,0.32,1.34,35000,160000,92000,160000,49,220
1279,RIVER KUAKHAI AT BHUBANESWAR U/S,ODISHA,21.0,31.0,6.3,9.2,,6.8  7.8,150,253,1.1,1.7,0.32,2.79,490,4900,1700,14000,11,110
1280,RIVER DAYA AT BHUBANESWAR D/S,ODISHA,20.0,33.0,2.8,7.1,,6.7  7.5,162,430,2.8,5.7,0.32,4.40,3300,92000,9200,160000,22,540
2410,RIVER KUAKHAI AT BHUBANESWAR FU/S,ODISHA,21.0,31.0,,6.1  10.5  6.8  7.7,,,183,241,1.3,1.8,0.32,0.67,130,2200,790,4900,5,79
1640,RIVER BIRUPA AT CHOUDWAR D/S,ODISHA,22.0,31.0,6.8,8.8,,7.3  8.4,160,,2478  1.2,2.1,0.32,1.33,170,4900,1300,17000,,
1848,"RIVER ARPA D/S OF BILASPUR CITY AT CHECK DAM 
OUTLET NEAR DEORI KHURD, BILASPUR",CHHATTISGARH  21.2,,32.5,5.8,7.0,,6.8  9.0,376,928,2.8,4.7,2.20,6.00,20,130,70,490,,
1849,RIVER KELO  U/S URDANA VILLAGE,CHHATTISGARH  15.2,,30.0,6.8,7.4,,7.1  7.9,192,367,1.4,2.9,0.84,1.18,13,13,39,460,,
1850,"RIVER KELO  D/S  LAHANGAPALI BRIDGE MIDMIDA 
VILLAGE",CHHATTISGARH  15.0,,32.0,6.0,7.4,,7.3  8.7,194,682,1.8,3.8,0.98,1.42,50,50,64,460,,
2411,"RIVER DAYA AT BHUBANESWAR FD/S ( 2 KM AFTER 
CONFLUENCE OF GANGUA NALLAH WITH DAYA)",ODISHA,20.0,33.0,3.0,7.3,,6.9  7.7,155,426,2.3,4.8,0.38,4.79,1700,54000,3500,92000,17,240
