0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
"Station 
Code",Monitoring Location,State Name,"Temperature 
(°C)",,"Dissolved 
Oxygen 
(mg/L)",,pH,,"Conductivity 
(µmho/cm)",,"BOD 
(mg/L)",,"Nitrate N 
(mg/L)",,"Fecal Coliform  
(MPN/100ml)",,"Total Coliform  
(MPN/100ml)",,"Fecal 
Streptococci 
(MPN/100ml)",
,,,Min,,Max  Min  Max  Min Max  Min,,,,,,Max  Min  Max  Min  Max,,,,"Min 
Max",,"Min 
Max",,"Min 
Max",
"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,,,,"> 5.0 
mg/L",,6.5 - 8.5,,,,"< 3.0 
mg/L",,,,"< 2500 MPN/ 100 
Ml",,,,"< 500 MPN/ 
100 Ml",
1221,"RIVER SABARMATI AT KHEROJ BRIDGE,",GUJARAT,25.0,27.0,5.0,7.6,,7.2  8.2,380,765,1.0,1.3,0.32,1.03,2,12,6,70,2,2
1223,"RIVER SABARMATI AFTER CONF. WITH MESHWA AT 
VAUTHA (NEAR DHOKLA),",GUJARAT,20.0,32.0,0.3,5.1,,7.4  8.4,680,,2513  7.0  27.0  0.33,,,2.27,1600,1600,1600,1600,,
1409,"RIVER SABARMATI AT RAILWAY BRIDGE AHMEDABAD,",GUJARAT,27.0,30.0,2.7,6.8,,7.0  8.3,302,590,1.0,4.1,0.40,1.36,21,170,110,540,,
1866,"RIVER SABARMATI AT HANSAOL BRIDGE,",GUJARAT,26.0,30.0,4.2,7.6,,7.4  8.2,278,402,1.0,1.8,0.41,1.61,2,33,17,170,,
1,RIVER SABARMATI AT DHAROI DAM,GUJARAT,28.0,28.0,2.8,2.8,,7.9  7.9,560,560,5.0,5.0,2.40,2.40,1600,1600,1600,1600,1600,1600
2,RIVER SABARMATI AT AHMEDABAD AT V.N. BRIDGE,GUJARAT,27.0,30.0,0.3,1.2,,7.1  8.0,697,,2741  12.0 105.0 0.40  24.85,,,,1600,1600,1600,1600,1600,1600
1408,"RIVER SABARMATI AT VILL. MIROLI TALUKA DASCROI, 
AHMEDABAD,",GUJARAT,28.0,32.0,0.3,4.8,,7.2  8.0,889,,6274  8.0  31.0  0.00,,,1.06,160,1600,1600,1600,1600,1600
2075,"RIVER SABARMATI AT DHAROI DAM, DIST. 
MEHSANA.RIVER SABARMATI TA DHAROI DAM, TAL : 
SATALASANA, DIST : MEHSANA",GUJARAT,25.0,30.0,5.4,7.3,,7.7  8.3,384,560,1.0,1.7,0.32,1.56,2,6,2,47,2,2
10014,"RIVER SABARMATI AT AHMEDABAD U/SHANSOL, 
AHMEDABAD",GUJARAT,26.0,30.0,4.2,7.6,,7.4  8.2,278,402,1.0,1.8,0.41,0.94,2,33,17,170,2,2
10015,"RIVER SABARMATI AT AHMEDABAD D/SVILL: 
MIROLI,TALUKA DASCROI, AHMEDABAD,",GUJARAT,28.0,32.0,0.3,4.8,,7.2  8.0,889,,3060  8.0  31.0  0.33,,,1.08,1600,1600,1600,1600,,
30042,"RIVER SABARMATI AT KHEROJ BRIDGE, SABARKANTHA, 
AMBAJI HIGHWAY, KHEROJ, GUJARAT (RAJASTHAN  AND 
GUJARAT)",GUJARAT,24.0,24.0,9.6,9.6,,8.0  8.0,607,607,2.5,2.5,0.32,0.32,110,110,330,330,,
1482,"RIVER SABARMATI AT MAHUDI JAIN TEMPLE, 150 KM. 
FORM ORIGIN,",GUJARAT,27.0,32.0,4.1,7.2,,7.5  8.4,346,590,1.0,2.0,0.46,1.21,2,12,13,70,,
1407,"RIVER SABARMATI AT GANDHI NAGAR CHILODA 
BRIDGE, LEKAWADA,",GUJARAT,27.0,32.0,5.1,7.0,,7.4  8.5,363,560,1.0,1.8,0.39,1.66,2,4,21,33,,
