0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
"Station 
Code",Monitoring Location,State Name,"Temperature 
(°C)",,"Dissolved 
Oxygen 
(mg/L)",,pH,,"Conductivity 
(µmho/cm)",,"BOD 
(mg/L)",,"Nitrate N 
(mg/L)",,"Fecal Coliform  
(MPN/100ml)",,"Total Coliform  
(MPN/100ml)",,"Fecal 
Streptococci 
(MPN/100ml)",
,,,Min,,Max  Min  Max  Min Max  Min,,,,,,Max  Min  Max  Min  Max,,,,"Min 
Max",,"Min 
Max",,"Min 
Max",
"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,,,,"> 5.0 
mg/L",,6.5 - 8.5,,,,"< 3.0 
mg/L",,,,"< 2500 MPN/ 100 
Ml",,,,"< 500 MPN/ 
100 Ml",
30079,"RIVER BETWA DOWNSTREAM AT SUKMA-DUKMA DAM, 
DIST-JHANSI (U.P.)","UTTAR 
PRADESH",21.9,30.0,7.4,8.5,,7.7  8.9,267,559,1.0,1.5,0.32,0.32,2,4500,2,23000,2,2
30080,"RIVER BETWA AT KANJIA ROAD BRIDGE, KANJIA 
DIST.ASHOK NAGAR (M.P.)","MADHYA 
PRADESH",19.0,30.0,,8.1  11.0  8.1  8.8,,,350,643,1.0,3.6,0.32,0.32,2,170000,7800,1100000,,
1614,"RIVER BETWA NEAR WATER SUPPLY  INTAKE WELL , 
VIDISHA( M.P)","MADHYA 
PRADESH",12.0,28.0,,6.5  10.6  7.5  8.3,,,200,740,1.0,2.9,2.20,7.31,4,94,110,350,2,2
1614,"RIVER BETWA NEAR WATER SUPPLY  INTAKE WELL , 
VIDISHA( M.P)","MADHYA 
PRADESH",12.0,28.0,,6.5  10.6  7.5  8.3,,,200,740,1.0,2.9,2.20,7.31,4,94,110,350,2,2
2107,"RIVER BETWA AT U/S AT MAHUTA GHAT, AGASOD, BINA","MADHYA 
PRADESH",21.0,29.0,7.1,8.5,,7.4  8.3,287,492,1.0,1.8,0.33,1.37,2,2,26,58,2,2
2108,"RIVER BETWA AT M/S J.P. THERMAL POWER, BINA","MADHYA 
PRADESH",21.0,29.0,7.2,7.5,,7.4  8.3,294,472,1.0,1.9,0.38,1.40,2,2,31,58,2,2
2119,"RIVER BETWA AT NAYAPUR D/S MANDIDEEP INDL. AREA 
NO.1,DIST.RAISEN","MADHYA 
PRADESH",21.0,28.0,4.2,7.8,,6.4  8.1,342,,1978  2.4,4.7,3.27,7.64,21,110,210,920,2,2
2121,"RIVER BETWA NEAR ROAD BRIDGE, BHOJPUR","MADHYA 
PRADESH",17.0,33.0,7.3,8.3,,7.2  8.2,304,685,1.5,2.7,2.26,5.32,14,38,110,350,2,2
2122,RIVER BETWA NEAR W/S INTAKE WELL POINT RAISEN,"MADHYA 
PRADESH",18.0,33.0,7.2,8.3,,7.3  8.3,288,686,1.3,2.3,1.22,3.72,13,43,150,280,2,2
2124,"RIVER BETWA AT CHARANTIRGHAT, VIDISHA","MADHYA 
PRADESH",13.0,28.0,,3.9  11.6  7.5  8.2,,,219,912,,1.1  10.4  4.31  16.81,,,6,120,170,430,2,2
2125,"RIVER BETWA D/S AFTER MIXING OF RIVER BAIS AT 
VIDISHA","MADHYA 
PRADESH",13.0,27.0,,5.6  10.6  7.5  8.5,,,228,949,1.2,4.5,,1.70  15.74,6,84,170,430,2,2
3832,RIVER BETWA AT U/S NEAR ROAD BRIDGE ORCHHA,"MADHYA 
PRADESH",19.0,32.0,7.2,9.2,,7.6  7.9,266,428,1.0,2.1,0.33,0.36,2,2,26,49,2,2
2953,"RIVER KALI SINDH AT ANICUT OF M/S CFCL GADEPAN, 
KOTA, RAJASTHAN",RAJASTHAN,21.0,32.0,4.7,6.3,,8.1  8.8,309,873,1.0,2.5,0.82,2.72,63,170,140,350,23,33
2956,"RIVER KALI SINDH AT BAROD ROAD BRIDGE, KOTA, 
RAJASTHAN",RAJASTHAN,18.0,33.0,4.4,6.1,,8.2  8.9,299,,1046  1.0,2.4,1.42,3.43,70,170,150,280,21,38
3310,"RIVER CHAMLA AT W/S INTAKE POINT BADNAGAR, 
UJJAIN","MADHYA 
PRADESH",23.0,29.0,7.0,7.6,,7.3  7.9,206,639,1.8,2.0,0.32,1.00,2,4,43,58,2,2
3313,"RIVER KARIYARI U/S NEAR M/S UTCL BELA CEMENT 
PLANT,VILL.SONARA , REWA,","MADHYA 
PRADESH",18.9,29.7,6.8,7.5,,7.6  7.8,319,597,1.1,1.5,0.69,1.02,2,2,41,46,2,2
3314,"RIVER KARIYARI,D/S, NEAR M/S J.P. 
CEMENT,VILL.NAUBASTA, REWA","MADHYA 
PRADESH",18.5,29.8,6.8,7.1,,7.7  8.2,323,702,1.3,1.8,0.68,1.17,2,2,43,58,2,2
3319,"RIVER NEWAJ AT W/S INTAKE POINT, SHUJALPUR, 
UJJAIN","MADHYA 
PRADESH",23.0,28.0,6.4,7.6,,7.4  8.0,202,562,1.8,2.0,0.32,2.83,2,2,47,49,2,2
3320,"RIVER NEWAJ  U/S NEAR W/S INTAKE  POINT, RAJGARH","MADHYA 
PRADESH",15.0,26.0,,5.9  10.5  7.3  8.4,,,274,413,1.0,2.3,,1.85  11.80,2,94,120,430,2,2
3833,"RIVER BEBUS AT RAJGHAT DAM, SAGAR","MADHYA 
PRADESH",22.0,30.0,6.1,7.8,,6.9  8.3,240,438,1.1,1.9,0.33,0.84,2,2,32,46,2,2
