0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
"Station 
Code",Monitoring Location,State Name,"Temperature 
(°C)",,"Dissolved 
Oxygen 
(mg/L)",,pH,,"Conductivity 
(µmho/cm)",,"BOD 
(mg/L)",,"Nitrate N 
(mg/L)",,"Fecal Coliform  
(MPN/100ml)",,"Total Coliform  
(MPN/100ml)",,"Fecal 
Streptococci 
(MPN/100ml)",
,,,Min,,Max  Min  Max  Min Max  Min,,,,,,Max  Min  Max  Min  Max,,,,"Min 
Max",,"Min 
Max",,"Min 
Max",
"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,,,,"> 5.0 
mg/L",,6.5 - 8.5,,,,"< 3.0 
mg/L",,,,"< 2500 MPN/ 100 
Ml",,,,"< 500 MPN/ 
100 Ml",
1063,"RIVER GANGA AT KANNAUJ U/S (NEAR MEHNDIGHAT 
BRIDGE), U.P","UTTAR 
PRADESH",14.0,30.0,,6.1  10.9  8.1  8.6,,,199,366,3.0,3.9,0.00,0.00,900,2700,1600,4300,2,2
1066,"RIVER GANGA AT  DURJANPUR, KANNAUJ D/S, U.P","UTTAR 
PRADESH",14.0,31.0,,6.3  11.6  8.0  8.5,,,218,388,3.2,6.3,0.00,0.00,252,3400,2700,4900,2,2
5709,"RIVER GANGAÂ  NANAMAU GANGA BRIDGE, LUCKNOW 
MOHAN-HASANGANJ- RASULABAD MARG, KARTI 
AKBERPUR SENG","UTTAR 
PRADESH",18.0,23.0,,6.6  10.1  8.1  8.5,,,274,376,3.0,3.3,0.00,0.00,2300,2700,3100,4600,,
1146,"RIVER GANGA AT BITHOOR (KANPUR), U.P.","UTTAR 
PRADESH",14.0,31.0,,6.2  11.2  7.8  8.5,,,224,356,,3.0  11.6  0.00,,0.00,1700,2700,3100,4300,2,45
10154,RIVER GANGA AT BATHING GHAT (BHARAOGHAT),"UTTAR 
PRADESH",14.0,31.0,,6.1  10.8  7.8  8.5,,,226,441,3.0,4.3,0.00,0.00,2100,4900,3100,7900,2,78
1067,"RIVER GANGA AT KANPUR U/S (SHUKLAGANJ U/S), U.P","UTTAR 
PRADESH",14.0,31.0,,6.1  11.1  7.5  8.7,,,214,443,3.0,4.4,0.00,0.00,2000,3100,3100,5000,2,20
10155,RIVER GANGA AT D/S (SHUKLAGANJ),"UTTAR 
PRADESH",14.0,31.0,,6.0  10.9  7.5  8.9,,,232,465,3.2,4.6,0.00,0.00,2100,3400,3800,6300,2,20
10156,RIVER GANGA AT BATHING GHAT (GOLA GHAT),"UTTAR 
PRADESH",14.0,31.0,,5.9  10.6  7.8  8.8,,,223,431,,3.4  13.2  0.00,,0.00,2200,4600,3100,7000,2,2
10157,RIVER GANGA AT BATHING GHAT (JAJMAU BRIDGE),"UTTAR 
PRADESH",14.0,30.0,,6.0  10.4  7.7  8.5,,,266,630,3.4,4.9,0.00,0.00,2100,7900,3400,13000,20,20
1068,"RIVER GANGA AT KANPUR D/S (JANA VILLAGE), U.P","UTTAR 
PRADESH",14.0,31.0,,5.6  10.2  7.4  8.6,,,269,645,,3.7  14.8  0.00,,0.00,4100,17000,7800,20000,2,2
5710,"RIVER GANGA PURANA RAJAPUR, RAJAPUR, KANPUR","UTTAR 
PRADESH",15.0,23.0,,6.1  10.4  7.8  8.4,,,232,560,3.4,3.8,0.00,0.00,2300,4300,4100,7000,,
5711,"RIVER GANGA A/C PANDU RIVER AT MADEVESHWAR 
BABA TAMPLE DEOMAI AHT.","UTTAR 
PRADESH",26.9,29.8,7.5,8.6,,7.8  8.3,253,269,2.4,2.7,0.62,0.67,610,680,1500,2000,,
1147,"RIVER GANGA AT DALMAU (RAI BAREILLY), U.P.","UTTAR 
PRADESH",21.0,26.0,,3.0  10.5  7.7  8.0,,,268,377,2.5,3.9,0.78,0.98,1300,2400,2200,3900,8,22
2498,"RIVER GANGA AT KALA KANKAR, RAEBARELI","UTTAR 
PRADESH",21.0,26.0,,0.3  10.6  7.8  8.0,,,265,373,2.4,3.8,0.76,0.88,1100,2300,2200,3400,7,22
2487,"RIVER GANGA AT KADAGHAT, KAUSHAMABI","UTTAR 
PRADESH",20.5,30.7,6.9,9.3,,7.7  8.4,246,286,2.6,2.9,0.64,0.74,400,680,1300,2000,,
5713,"RIVER GANGA AT GANGA BRIDGE .NH19, DHEEMI","UTTAR 
PRADESH",24.0,25.0,7.8,8.6,,7.8  7.9,271,334,3.1,3.2,0.76,0.78,1700,2200,2700,3200,14,20
1046,"RIVER GANGA AT PRAYAGRAJ (RASOOLABAD), U.P.","UTTAR 
PRADESH",20.4,30.8,7.2,9.2,,7.8  8.4,220,273,2.7,2.9,0.60,0.76,450,920,1700,2400,,
1049,"RIVER GANGA AT PRAYAGRAJ D/S (SANGAM), U.P.","UTTAR 
PRADESH",20.4,30.8,7.1,9.1,,7.8  8.4,258,292,2.6,3.0,0.53,0.73,680,930,2200,2700,,
5714,"RIVER GANGA B/CÂ  TAMSA RIVER AT PRACHIN 
SHIVALAYA DUMDUMA GHAT","UTTAR 
PRADESH",25.8,29.7,7.5,8.7,,7.7  8.1,260,284,2.5,2.9,0.57,0.70,610,780,1500,2100,,
