0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
"Station 
Code",Monitoring Location,State Name,"Temperature 
(°C)",,"Dissolved 
Oxygen 
(mg/L)",,pH,,"Conductivity 
(µmho/cm)",,"BOD 
(mg/L)",,"Nitrate N 
(mg/L)",,"Fecal Coliform  
(MPN/100ml)",,"Total Coliform  
(MPN/100ml)",,"Fecal 
Streptococci 
(MPN/100ml)",
,,,Min,,Max  Min  Max  Min Max  Min,,,,,,Max  Min  Max  Min  Max,,,,"Min 
Max",,"Min 
Max",,"Min 
Max",
"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,,,,"> 5.0 
mg/L",,6.5 - 8.5,,,,"< 3.0 
mg/L",,,,"< 2500 MPN/ 100 
Ml",,,,"< 500 MPN/ 
100 Ml",
9,RIVER TAPI AT NEPANAGAR,"MADHYA 
PRADESH",20.0,22.0,6.9,7.8,,7.7  8.5,194,592,1.0,1.6,0.51,1.36,2,2,40,89,,
10,RIVER TAPI AT BURHANPUR,"MADHYA 
PRADESH",20.0,22.0,6.6,7.9,,7.8  8.9,246,,1043  1.0,3.0,0.71,1.38,2,4,49,210,,
1250,RIVER TAPI AT HATNUR M.P.,"MADHYA 
PRADESH",20.0,22.0,4.6,7.6,,7.7  8.6,220,,1195  1.0,3.0,,0.44  49.01,2,2,2,350,2,2
1466,"RIVER TAPI AT VILLAGE KHEDI, NEAR AMARAWATI ROAD 
BRIDGE , BETUL","MADHYA 
PRADESH",16.0,31.0,7.1,7.7,,7.1  8.1,284,774,1.4,2.0,0.48,5.04,2,7,10,120,,
46,"RIVER TAPI AT UKAI, SHERULA BRIDGE",GUJARAT,27.0,30.0,6.6,8.0,,7.2  8.5,295,537,1.0,1.9,0.32,1.14,2,6,4,26,,
1247,"RIVER TAPI AT MANDAVI,",GUJARAT,18.0,32.0,7.0,7.7,,6.9  8.5,337,600,1.0,2.0,0.30,0.52,2,4,4,17,2,2
1983,"RIVER TAPI NEAR BARDOLI (KAPP BRIDGE) 
BARDOLIKAKRAPAR,SURAT",GUJARAT,20.0,30.0,7.0,7.6,,6.8  8.5,348,535,1.0,1.9,0.30,6.00,2,2,2,113,2,2
47,"RIVER TAPI AT KATHORE, (NH-8 BRIDGE)RIVER TAPI AT 
KATHORE, (NH-8 BRIDGE) U/S OF SURAT CITY",GUJARAT,18.0,31.0,7.1,8.0,,6.8  8.5,404,,4723  1.0,1.9,0.30,0.30,6,21,24,58,2,6
1248,"RIVER TAPI AT SURAT U/S KATHORE,RIVER TAPI NEAR 
LIMDESHWAR MAHDEV AT KATHOR",GUJARAT,18.0,31.0,7.0,8.0,,6.7  8.5,406,775,1.0,2.4,0.30,0.84,10,14,25,58,2,2
,"1982  RIVER TAPI AT RANDER BRIDGE, SURATRANDER,SURAT",GUJARAT,22.0,31.0,6.9,7.4,,7.1  8.5,418,,6192  1.0,2.6,0.30,0.30,6,17,17,58,2,2
2071,"RIVER TAPI AT ONGC BRIDGE AT SURAT, DIST. 
SURATHAZIRA,SURAT",GUJARAT,24.0,32.0,5.5,7.0,,6.7  8.3,,5908  53650  1.6,,2.5,0.30,0.30,6,14,27,48,2,2
30045,"RIVER TAPI AT KUKURMUNDA BRIDGE, NIZHAR ROAD, 
NEAR VILLAGE KUKURMUNDA, GUJARAT 
(MAHARASHTRA AND GUJARAT)",GUJARAT,23.0,23.0,8.2,8.2,,8.0  8.0,500,500,1.0,1.0,1.11,1.11,1200,1200,1700,1700,,
30044,"RIVER TAPI AT PRAKASHA, (MAHARASHTRA)",MAHARASHTRA  22.0,,22.0,4.8,4.8,,8.1  8.1,364,364,9.6,9.6,1.08,1.08,70,70,550,550,25,25
30043,"RIVER TAPI AT AJNAD, (MAHARASHTRA)",MAHARASHTRA  22.0,,22.0,5.0,5.0,,8.2  8.2,436,436,6.2,6.2,2.45,2.45,25,25,275,275,13,13
1251,"RIVER TAPI  AT U/S, BHUSAWAL,VILLAGE. BHUSAWAL 
RAILWAY COLONY, TALUKA. BHUSAWAL, DISTRICT. 
JALGAON.",MAHARASHTRA  22.0,,24.0,5.1,7.3,,7.4  8.0,236,,8065  2.4,4.0,0.39,3.42,2,6,35,58,2,4
1313,"RIVER TAPI AT AJNAD VILLAGE, VILLAGE.AJNAD , 
TALUKA. RAVER, DISTRICT.JALGAON.",MAHARASHTRA  22.0,,25.0,5.6,7.1,,7.3  7.9,181,,5544  2.8,3.8,0.79,4.78,2,4,34,55,2,4
1314,"RIVER TAPI AT UBAD VILLAGE NEAR GUJRATBORDER, 
VILLAGE. UBAD, TALUKA. SHAHADA, DISTRICT. 
NANDURBAR.",MAHARASHTRA  16.0,,26.0,5.5,7.3,,7.4  7.9,356,,1001  2.6,3.8,1.22,4.10,2,6,40,58,2,6
