0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
"Station 
Code",Monitoring Location,State Name,"Temperature 
(°C)",,"Dissolved 
Oxygen 
(mg/L)",,pH,,"Conductivity 
(µmho/cm)",,"BOD 
(mg/L)",,"Nitrate N 
(mg/L)",,"Fecal Coliform  
(MPN/100ml)",,"Total Coliform  
(MPN/100ml)",,"Fecal 
Streptococci 
(MPN/100ml)",
,,,Min,,Max  Min  Max  Min Max  Min,,,,,,Max  Min  Max  Min  Max,,,,"Min 
Max",,"Min 
Max",,"Min 
Max",
"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,,,,"> 5.0 
mg/L",,6.5 - 8.5,,,,"< 3.0 
mg/L",,,,"< 2500 MPN/ 100 
Ml",,,,"< 500 MPN/ 
100 Ml",
3577,"RIVER KABINI AT WATER SUPPLY INTAKE POINT TO T. 
NARASIPURA",KARNATAKA,21.0,29.0,4.4,6.5,,7.9  8.5,258,564,2.5,6.0,0.56,4.80,130,340,1500,2400,,
1196,RIVER LAKSHMANTIRTHA AT D/S OF HUNSUR TOWN,KARNATAKA,22.0,31.0,2.5,6.2,,7.3  8.4,319,859,3.0,8.0,1.50,5.40,140,680,2100,4100,,
2772,RIVER LAKSHMANTIRTHA AT D/S OF KATTEMALAVADI,KARNATAKA,22.0,31.0,3.0,6.4,,7.2  8.5,318,767,3.0,8.0,1.40,5.60,140,480,2100,4300,,
3572,"RIVER LAKSHMANTIRTHA AT WATER SUPPLY INTAKE 
POINT TO HUNSUR TOWN",KARNATAKA,22.0,31.0,4.4,6.4,,7.6  8.5,290,660,3.0,6.0,1.20,3.90,120,410,2100,3500,,
3024,"RIVER SARABANGA AT EDAPADI AT SALEM, D/S OF 
TEXTILE DYEING INDUSTRIES EFFLUENT, TAMILNADU",TAMIL NADU,23.0,30.0,0.3,5.9,,6.8  8.2,1413,,3710  1.8  36.0  0.32,,,1.53,14,26000,26,220000,,
10034,RIVER ADYAR AT EKKATTUTHANGAL,TAMIL NADU,27.0,31.0,0.3,3.6,,6.8  7.8,490,,2120  4.2  25.0  1.22  32.00,,,,18,470,310,1400,,
10035,RIVER ADYAR AT JAFERKHANPET,TAMIL NADU,27.0,31.0,0.3,2.9,,6.7  7.5,476,,2040  5.3  25.0  1.06  31.00,,,,18,330,360,1400,,
10036,RIVER ADYAR AT MARAIMALAI BRIDGE,TAMIL NADU,27.0,32.0,0.3,3.9,,6.9  7.4,398,,1986  4.5  20.0  0.32  16.02,,,,40,270,200,1400,,
10038,RIVER ADYAR AT KOTTURPURAM BRIDGE,TAMIL NADU,28.0,33.0,0.3,2.7,,6.6  7.4,378,,20600  6.0  40.0  0.32  18.02,,,,2,320,330,1700,,
10039,RIVER ADYAR NEAR BOAT CLUB,TAMIL NADU,28.0,33.0,0.3,4.1,,6.5  7.3,426,,16410  4.6  38.0  1.25  18.50,,,,40,320,460,1500,,
10040,RIVER COOUM AT ANNA NAGAR,TAMIL NADU,28.0,32.0,0.3,1.9,,6.5  7.1,647,,2270  7.0  33.0  0.32  14.00,,,,68,520,680,2200,,
10041,RIVER COOUM AT ARUMBAKKAM,TAMIL NADU,28.0,33.0,0.3,2.4,,6.6  7.3,638,,2290  6.0  83.0  0.32  16.02,,,,61,390,630,2000,,
10042,RIVER COOUM AT AMANJIKARAI,TAMIL NADU,28.0,32.0,0.3,4.4,,6.6  7.1,610,,2310  5.5  131.0 0.32  15.00,,,,81,340,490,2100,,
10043,RIVER COOUM AT POONAMALLE,TAMIL NADU,27.0,33.0,0.3,3.4,,6.7  7.3,1053,,2510  4.0  27.0  0.82  61.52,,,,2,330,310,1700,,
10044,RIVER COOUM AT COLLAGE ROAD,TAMIL NADU,27.0,33.0,0.3,3.2,,6.8  7.2,495,,2460  5.6  46.0  0.32  23.00,,,,45,380,600,2000,,
10045,RIVER COOUM NEAR CENTRAL JAIL,TAMIL NADU,27.0,33.0,0.3,1.0,,6.6  7.0,1217,,3240  13.0  36.0  1.10  13.43,,,,45,780,460,3300,,
10046,RIVER COOUM AT NAPIER BRIDGE,TAMIL NADU,28.0,33.0,0.3,2.5,,6.7  7.1,797,,36200  8.1  52.0  0.32  14.49,,,,2,470,370,2500,,
10059,RIVER VAIGAI AT MADURAI U/S,TAMIL NADU,26.0,29.0,5.3,6.8,,7.3  7.7,305,655,1.0,3.0,0.32,0.71,2,17,11,49,,
10060,RIVER VAIGAI AT MADURAI D/S,TAMIL NADU,25.0,29.0,5.4,6.6,,7.2  7.8,438,,1721  1.0,6.0,0.32,1.41,17,24,26,49,,
10057,RIVER VENNAR AT THANJAVUR U/S,TAMIL NADU,24.0,32.0,5.6,7.8,,7.5  8.7,395,,1042  1.0,2.8,0.39,2.36,2,18,4,39,,
10058,RIVER VENNAR AT THANJAVUR D/S,TAMIL NADU,23.0,32.0,5.3,7.9,,7.3  9.0,404,,1036  1.0,3.0,0.32,1.15,2,18,2,230,,
5578,"RIVER SHIMSHA DOWNSTREAM OF MADDUR NEAR 
VYDYANATHESWARA TEMPLE ROAD BRIDGE,MAYDYA",KARNATAKA,24.0,29.0,5.2,6.1,,7.8  8.2,637,734,3.5,6.0,2.90,5.10,340,780,2400,5800,,
4501,"RIVER ARKAVATHI AT MANCHANBELE RESERVOIR, 
MANCHANABALE DAM",KARNATAKA,25.0,35.0,2.5,6.1,,6.9  7.5,582,,1072  4.0,8.0,,2.00  19.00,23,7900,540,160000,1600,1600
1208,"RIVER BHAVANI AT ELACHIVAZHY, PALAKKAD",KERALA,23.0,30.0,7.1,8.3,,7.6  8.1,80,240,1.0,2.4,0.30,0.46,2,400,100,800,2,60
5228,"RIVER KABANI AT MUTHANGA,WAYANAD",KERALA,20.0,28.0,6.2,7.4,,6.5  7.2,98,151,1.0,2.0,0.30,0.30,8,63,26,170,2,55
5229,"RIVER KABANI AT BANASURA SAGAR DAM AT 
KALPETTA,WAYANAD",KERALA,23.0,33.0,5.6,8.1,,6.5  7.5,23,37,1.0,1.6,0.30,0.30,2,79,4,140,2,46
5227,"RIVER KALINDI AT BAVALI, WAYANAD",KERALA,22.0,31.0,6.2,8.0,,6.5  7.3,68,201,1.0,1.8,0.30,0.30,8,70,31,120,2,58
