0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
"Station 
Code",Monitoring Location,State Name,"Temperature 
(°C)",,"Dissolved 
Oxygen 
(mg/L)",,pH,,"Conductivity 
(µmho/cm)",,"BOD 
(mg/L)",,"Nitrate N 
(mg/L)",,"Fecal Coliform  
(MPN/100ml)",,"Total Coliform  
(MPN/100ml)",,"Fecal 
Streptococci 
(MPN/100ml)",
,,,Min,,Max  Min  Max  Min Max  Min,,,,,,Max  Min  Max  Min  Max,,,,"Min 
Max",,"Min 
Max",,"Min 
Max",
"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,,,,"> 5.0 
mg/L",,6.5 - 8.5,,,,"< 3.0 
mg/L",,,,"< 2500 MPN/ 100 
Ml",,,,"< 500 MPN/ 
100 Ml",
3878,RIVER GIRI D/S LWSS AT SAINJ,"HIMACHAL 
PRADESH",8.0,12.2,7.2,8.1,,7.2  8.1,72,288,1.0,1.0,0.63,2.18,7,70,27,1600,2,2
3860,"RIVER GIRI D/S CEMENT CORPORATION OF INDIA, 
RAJBAN AT BANGRAN BRIDGE","HIMACHAL 
PRADESH",17.0,24.0,6.4,8.7,,7.3  8.2,390,899,1.0,2.8,0.49,0.79,21,70,70,280,2,2
4427,RIVER GIRI U/S CHAILLA,"HIMACHAL 
PRADESH",8.0,11.4,7.4,8.3,,7.2  8.1,69,250,1.0,1.0,0.62,2.32,4,26,17,220,2,2
4441,"RIVER GIRI U/S PROPOSED SITE OF SRI RENUKAJI DAM 
SITE.","HIMACHAL 
PRADESH",15.0,25.0,7.6,8.1,,7.6  8.3,318,443,1.0,2.3,0.59,0.89,26,70,130,280,2,2
4442,"RIVER GIRI D/S PROPOSED SITE OF SRI RENUKAJI DAM 
SITE NEAR BRIDGE AT DADAHU- RENUKAJI","HIMACHAL 
PRADESH",15.0,25.0,7.6,8.2,,7.0  8.4,303,449,1.2,2.5,0.61,0.86,27,94,170,350,2,2
4473,RIVER GIRI D/S PROPOSED SITE OF RENUKA DAM,"HIMACHAL 
PRADESH",17.0,24.0,7.1,8.0,,7.8  8.4,302,,4563  1.1,2.6,0.60,0.90,32,140,170,350,2,2
5292,"RIVER GIRI AT NIHARI, KOTKHAL","HIMACHAL 
PRADESH",6.1,10.3,7.3,9.0,,7.2  8.0,71,264,1.0,1.0,0.83,2.08,2,220,9,1600,2,2
5764,"RIVER GIRI B/C WITH ASHWANI KHAD U/S OF WSS 
YASHWANT NAGAR","HIMACHAL 
PRADESH",6.0,8.0,6.7,9.5,,7.6  8.3,210,476,1.0,1.2,1.65,5.16,2,25,24,540,2,2
2617,RIVER PABBAR AT U/S DHAMBARI,"HIMACHAL 
PRADESH",5.8,8.0,8.0,9.2,,7.2  8.0,42,145,1.0,1.0,0.33,3.86,2,17,9,280,2,2
2618,RIVER PABBAR AT U/S ROHRU,"HIMACHAL 
PRADESH",5.9,10.0,7.9,9.1,,7.2  8.3,49,110,1.0,1.0,0.34,1.26,2,27,5,350,2,2
2619,RIVER PABBAR D/S SWARAKUDDU,"HIMACHAL 
PRADESH",6.3,10.0,7.7,8.9,,7.0  8.4,37,132,1.0,1.0,0.32,1.36,7,47,26,350,2,2
4039,RIVER PABBAR U/S HATKOTI,"HIMACHAL 
PRADESH",6.0,10.0,7.2,8.7,,7.2  8.2,34,109,1.0,1.0,0.32,1.31,2,220,11,920,2,4
5488,RIVER PABBAR AT  HATKOTI RESERVOIR,"HIMACHAL 
PRADESH",8.0,9.0,6.2,7.2,,7.1  7.8,35,105,1.0,1.0,0.41,1.42,2,21,2,170,2,2
5767,RIVER ANDHRA B/C TO RIVER PABBAR AT CHIRGAON,"HIMACHAL 
PRADESH",6.0,10.4,7.6,8.7,,7.0  8.4,42,136,1.0,1.0,0.32,0.66,2,20,2,280,2,2
2620,"ASHWANI KHAD U/S OF YASHWANT NAGAR BEFORE 
CONF. WITH RIVER GIRI AT YASHWANT NAGAR","HIMACHAL 
PRADESH",6.0,9.0,6.7,8.5,,7.7  8.5,260,518,1.0,1.4,,2.02  13.06,2,21,21,540,2,2
2626,RIVER BATTA  U/S PAONTA AT KISHANPURA,"HIMACHAL 
PRADESH",14.0,24.0,6.3,8.6,,7.1  8.2,261,633,1.1,2.6,0.58,0.86,2,70,70,350,2,2
2627,RIVER BATTA BEFORE CONFLUENCE TO YAMUNA,"HIMACHAL 
PRADESH",15.0,23.0,6.4,8.3,,7.4  8.3,237,620,1.2,2.6,0.59,0.84,32,130,140,430,2,2
4428,"ASHWANI KHAD U/S OF WEIR SITE OF WTP NEAR 
ASHWANI BRIDGE","HIMACHAL 
PRADESH",9.0,19.5,7.0,8.7,,5.5  8.3,81,422,1.0,3.1,,0.33  11.06,8,110,70,1600,2,24
4429,"ASHWANI KHAD AFTER CONFLUENCE OF LIFT NALLAH 
NEAR DOGRHA BRIDGE","HIMACHAL 
PRADESH",9.0,22.7,6.9,8.2,,6.8  8.2,102,473,1.0,6.8,0.32,7.32,7,540,17,1600,4,40
