0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
"Station 
Code",Monitoring Location,State Name,"Temperature 
(°C)",,"Dissolved 
Oxygen 
(mg/L)",,pH,,"Conductivity 
(µmho/cm)",,"BOD 
(mg/L)",,"Nitrate N 
(mg/L)",,"Fecal Coliform  
(MPN/100ml)",,"Total Coliform  
(MPN/100ml)",,"Fecal 
Streptococci 
(MPN/100ml)",
,,,Min,,Max  Min  Max  Min Max  Min,,,,,,Max  Min  Max  Min  Max,,,,"Min 
Max",,"Min 
Max",,"Min 
Max",
"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,,,,"> 5.0 
mg/L",,6.5 - 8.5,,,,"< 3.0 
mg/L",,,,"< 2500 MPN/ 100 
Ml",,,,"< 500 MPN/ 
100 Ml",
23,"RIVER SUBARNAREKHA AT RANCHI, (TATISILWAI)",JHARKHAND,10.0,25.0,4.0,7.2,,6.5  7.5,,,1.4,3.5,0.00,0.00,,,,,,
24,RIVER SUBARNAREKHA AT JAMSHEDPUR,JHARKHAND,15.0,36.0,,6.8  10.2  6.9  8.3,,,189,352,1.3,2.8,0.00,0.00,,,,,,
48,RIVER SUBARNAREKHA AT CHANDIL BRIDGE,JHARKHAND,18.5,33.0,6.8,8.8,,7.1  7.8,212,388,1.0,2.7,0.00,0.00,,,,,,
49,"RIVER SUBARNAREKHA AT D/S JAMSHEDPUR, (TATA 
NAGAR)",JHARKHAND,16.5,35.0,6.0,7.7,,6.3  8.3,193,364,2.1,5.0,0.00,0.00,,,,,,
1641,RIVER SUBARNAREKHA AT RAJGHAT (THENGUDIA),ODISHA,22.0,30.0,6.0,9.6,,6.8  8.4,180,407,1.1,1.8,0.32,0.92,130,2300,700,4900,,
2385,RIVER SUBARNAREKHA AT NAMKUM ROAD BRIDGE,JHARKHAND,11.0,25.0,4.6,6.7,,6.5  6.8,,,2.0,3.4,0.00,0.00,,,,,,
2386,RIVER SUBARNAREKHA AT MURI ROAD BRIDGE,JHARKHAND,15.0,25.0,6.7,7.8,,6.5  7.6,,,1.4,3.0,0.00,0.00,,,,,,
2387,RIVER SUBARNAREKHA AT GHATISLA ROAD BRIDGE,JHARKHAND,15.0,37.0,6.5,8.8,,7.3  8.6,192,424,,1.0  294.0 0.00,,0.00,,,,,,
2395,RIVER SUBARNAREKHA AT HATIA DAM,JHARKHAND,10.0,22.4,6.9,7.9,,6.5  7.4,,,1.0,2.5,0.00,0.00,,,,,,
2397,RIVER SUBARNAREKHA AT GATALSUD DAM,JHARKHAND,9.0,24.0,6.6,7.9,,7.4  7.8,,,1.9,2.8,0.00,0.00,,,,,,
2399,RIVER SUBARNAREKHA AT CHANDIL DAM,JHARKHAND,18.4,32.0,7.1,9.4,,7.0  7.6,222,343,1.0,2.4,0.00,0.00,,,,,,
4743,"RIVER SUBARNAREKHA U/S HCL GHATSHILA, E.S",JHARKHAND,15.5,37.0,6.6,8.6,,7.0  8.1,198,309,1.2,2.8,0.00,0.00,,,,,,
4744,"RIVER SUBARNAREKHA BEFORE MEETING KHARKAI 
RIVER",JHARKHAND,15.1,36.0,6.6,8.8,,7.0  7.8,228,349,1.3,3.3,0.00,0.00,,,,,,
4746,"RIVER SUBARNAREKHA AFTER CONFLUENCE OF 
KHARKAI RIVER",JHARKHAND,16.5,36.0,6.5,8.4,,6.9  8.3,214,462,1.3,4.1,0.00,0.00,,,,,,
4748,"RIVER SUBARNAREKHA AT BAHARAGORA ROAD 
BRIDGE, P.O- BAHARAGORA, E.S",JHARKHAND,19.5,31.0,7.2,9.6,,7.3  8.3,216,466,1.0,2.4,0.00,0.00,,,,,,
4749,"RIVER SUBARNAREKHA, NEAR RING ROAD BRIDGE 
SEMBO, NAGRI, RANCHI",JHARKHAND,10.0,25.0,5.2,7.8,,6.5  7.5,,,2.0,2.9,0.00,0.00,,,,,,
4084,"RIVER SURBARNREKHA AT HATIA ROAD BRIDGE, 
RANCHI",JHARKHAND,10.0,22.0,2.8,3.6,,6.5  6.6,,,2.0,3.6,0.00,0.00,,,,,,
